,LINE,ROOT,PATTERN,PATTERN_ABSTRACT,DEFINE,CLASS,BW,LEMMA,FORM,GLOSS,COND-T,COND-S,D3SEG,D3TOK,ATBSEG,ATBTOK,FEAT,STATUS,COMMENTS,NOTES,#CLASS
251,252,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,g,g,GH.;28th;(Greenwich);(piaster);(gram),,,,,,,pos:abbrev,,,,[STEM-BASE]
252,253,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,H,H,H.;8th,,,,,,,pos:abbrev,,,,[STEM-BASE]
253,254,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,h,h,H.;(Hijrah);5th,,,,,,,pos:abbrev,,,,[STEM-BASE]
254,255,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FD,ha`*aA,haAtayoni,this;these,,,,,,,pos:pron_dem rat:n gen:f num:d cas:a stt:i,,,,[STEM-BASE]
255,256,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FD,ha`*aA,haAtayoni,this;these,,,,,,,pos:pron_dem rat:n gen:f num:d cas:g stt:i,,,,[STEM-BASE]
256,257,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FD,ha`*aA,haAtaAni,this;these,,,,,,,pos:pron_dem rat:n gen:f num:d cas:n stt:i,,,,[STEM-BASE]
257,258,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,ha`*aA,ha`&ulaA'i,this;these,,,,,,,pos:pron_dem rat:n gen:f num:p cas:a stt:i,,,,[STEM-BASE]
258,259,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,ha`*aA,ha`&ulaA'i,this;these,,,,,,,pos:pron_dem rat:n gen:f num:p cas:g stt:i,,,,[STEM-BASE]
259,260,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,ha`*aA,ha`&ulaA'i,this;these,,,,,,,pos:pron_dem rat:n gen:f num:p cas:n stt:i,,,,[STEM-BASE]
260,261,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,ha`*ihi,this;these,,,,,,,pos:pron_dem rat:n gen:f num:s cas:a stt:i,,,,[STEM-BASE]
261,262,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,ha`*iy,this;these,,,,,,,pos:pron_dem rat:n gen:f num:s cas:a stt:i,,,,[STEM-BASE]
262,263,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,haAti,this;these,,,,,,,pos:pron_dem rat:n gen:f num:s cas:a stt:i,,,,[STEM-BASE]
263,264,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,haAtihi,this;these,,,,,,,pos:pron_dem rat:n gen:f num:s cas:a stt:i,,,,[STEM-BASE]
264,265,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,ha`*ihi,this;these,,,,,,,pos:pron_dem rat:n gen:f num:s cas:g stt:i,,,,[STEM-BASE]
265,266,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,ha`*iy,this;these,,,,,,,pos:pron_dem rat:n gen:f num:s cas:g stt:i,,,,[STEM-BASE]
266,267,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,haAti,this;these,,,,,,,pos:pron_dem rat:n gen:f num:s cas:g stt:i,,,,[STEM-BASE]
267,268,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,haAtihi,this;these,,,,,,,pos:pron_dem rat:n gen:f num:s cas:g stt:i,,,,[STEM-BASE]
268,269,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,ha`*ihi,this;these,,,,,,,pos:pron_dem rat:n gen:f num:s cas:n stt:i,,,,[STEM-BASE]
269,270,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,ha`*iy,this;these,,,,,,,pos:pron_dem rat:n gen:f num:s cas:n stt:i,,,,[STEM-BASE]
270,271,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,haAti,this;these,,,,,,,pos:pron_dem rat:n gen:f num:s cas:n stt:i,,,,[STEM-BASE]
271,272,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,haAtihi,this;these,,,,,,,pos:pron_dem rat:n gen:f num:s cas:n stt:i,,,,[STEM-BASE]
272,273,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MD,ha`*aA,ha`*ayoni,this;these,,,,,,,pos:pron_dem rat:n gen:m num:d cas:a stt:i,,,,[STEM-BASE]
273,274,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MD,ha`*aA,ha`*ayoni,this;these,,,,,,,pos:pron_dem rat:n gen:m num:d cas:g stt:i,,,,[STEM-BASE]
274,275,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MD,ha`*aA,ha`*aAni,this;these,,,,,,,pos:pron_dem rat:n gen:m num:d cas:n stt:i,,,,[STEM-BASE]
275,276,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,ha`*aA,ha`&ulaA'i,this;these,,,,,,,pos:pron_dem rat:n gen:m num:p cas:a stt:i,,,,[STEM-BASE]
276,277,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,ha`*aA,ha`&ulaA'i,this;these,,,,,,,pos:pron_dem rat:n gen:m num:p cas:g stt:i,,,,[STEM-BASE]
277,278,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,ha`*aA,ha`&ulaA'i,this;these,,,,,,,pos:pron_dem rat:n gen:m num:p cas:n stt:i,,,,[STEM-BASE]
278,279,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MS,ha`*aA,ha`*aA,this;these,,,,,,,pos:pron_dem rat:n gen:m num:s cas:a stt:i,,,,[STEM-BASE]
279,280,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MS,ha`*aA,ha`*aA,this;these,,,,,,,pos:pron_dem rat:n gen:m num:s cas:g stt:i,,,,[STEM-BASE]
280,281,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MS,ha`*aA,ha`*aA,this;these,,,,,,,pos:pron_dem rat:n gen:m num:s cas:n stt:i,,,,[STEM-BASE]
281,282,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ADV,ha`ka*aA,ha`ka*aA,this_way;this;thus,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
282,283,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON,haA,haA,this,,,,,,,pos:pron_dem rat:n gen:m num:s cas:u stt:i,,,,[STEM-BASE]
283,284,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,HaA$aA,HaA$aA,except,,C:A#,,,,,pos:prep,,,,[STEM-BASE]
284,285,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,HaAlamaA,HaAlamaA,as_soon_as,,,,,,,pos:conj_sub,,,,[STEM-BASE]
285,286,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,hahunaA,hahunaA,here,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
286,287,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],hal/INTERROG_PART+laA/NEG_PART,halo,hal~aA,is_not?,,,hal_+~aA,hal_+laA,hal_+~aA,hal_+laA,pos:part_interrog enc0:lA_neg,,,,[STEM-COMPOUND]
287,288,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],INTERROG_PART,halo,halo,do?;is?,,,,,,,pos:part_interrog,,,,[STEM-BASE]
288,289,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],VERB,HanaAnay,HanaAnayo,mercy!,enc0:2*,,,,,,pos:verb_nom,CHECK,Should probably be changed to verb_nom,,[STEM-COMPOUND]
289,290,H.s.b,NTWS,NTWS,LEXICON,[STEM-CONJ],Hasab/NOUN+a/CASE_DEF_ACC+maA/REL_PRON,Hasab,HasabamaA,according_to,,,Hasaba_+maA,Hasaba_+maA,Hasaba_+maA,Hasaba_+maA,pos:noun gen:m num:s enc0:mA_rel stt:c cas:a,,,,[STEM-COMPOUND]
290,291,H.s.b,NTWS,NTWS,LEXICON,[STEM-CONJ],Hasob/NOUN+a/CASE_DEF_ACC+maA/REL_PRON,Hasob,HasobamaA,according_to,,,Hasoba_+maA,Hasoba_+maA,Hasoba_+maA,Hasoba_+maA,pos:noun gen:m num:s enc0:mA_rel stt:c cas:a,,,,[STEM-COMPOUND]
291,292,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,Hat~amaA,Hat~amaA,until_when,,,,,,,pos:conj_sub,,,,[STEM-BASE]
292,293,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],CONJ,Hat~aY,Hat~aY,and;and_even,,,,,,,pos:conj,,,,[STEM-BASE]
293,294,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PART,Hat~aY,Hat~aY,even;including,,,,,,,pos:part,,,,[STEM-BASE]
294,295,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PREP,Hat~aY,Hat~aY,until;up_to,,,,,,,pos:prep,,,,[STEM-BASE]
295,296,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,Hat~aY,Hat~aY,so_that,,,,,,,pos:conj_sub,,,,[STEM-BASE]
296,297,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_ADV,Hayovu,Hayovu,where;whereby;since,,,,,,,pos:adv_rel rat:n gen:u num:u stt:i cas:u,,,,[STEM-BASE]
297,298,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_ADV,HayovumaA,HayovumaA,wherever,,,,,,,pos:adv_rel stt:i cas:u,,,,[STEM-BASE]
298,299,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+hiya/PRON_3FS,hiya,haAhiya,here_she/they_is/are,,,haA+_hiya,haA+_hiya,haA+_hiya,haA+_hiya,pos:pron prc1:hA_dem gen:f num:s stt:d cas:n rat:u,,,,[STEM-COMPOUND]
299,300,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_3FS,hiya,hiya,it/they/she,,,,,,,pos:pron gen:f num:s stt:d cas:n rat:u,,,,[STEM-BASE]
300,301,H.y.n,NTWS,NTWS,LEXICON,[STEM-CONJ],Hiyna/NOUN+a/CASE_DEF_ACC+maA/SUB_CONJ,Hiyn,HiynamaA,when;while_that,,,Hiyna_+maA,Hiyna_+maA,Hiyna_+maA,Hiyna_+maA,pos:noun gen:m num:s enc0:mA_sub stt:c cas:a,,,,[STEM-COMPOUND]
301,302,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,Hiyna}i*K,Hiyna}i*K,Then;at_that_time;at_that_moment;by_then,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
302,303,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,Hiyna*aAka,Hiyna*aAka,at_that_moment;then,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
303,304,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,Hiyna*aAko,Hiyna*aAko,Then;at_that_time;at_that_moment;by_then,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
304,305,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+hum/PRON_3MP,hum,haAhum,here_they_are,,,haA+_hum,haA+_hum,haA+_hum,haA+_hum,pos:pron prc1:hA_dem gen:m num:p stt:d cas:n rat:r,,,,[STEM-COMPOUND]
305,306,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_3MP,hum,hum,they,,,,,,,pos:pron gen:m num:p stt:d cas:n rat:r,,,,[STEM-BASE]
306,307,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+humaA/PRON_3D,humaA,haAhumaA,here_they_both_are,,,haA+_humaA,haA+_humaA,haA+_humaA,haA+_humaA,pos:pron prc1:hA_dem gen:m num:d stt:d cas:n rat:u,,,,[STEM-COMPOUND]
307,308,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_3D,humaA,humaA,they_both,,,,,,,pos:pron gen:m num:d stt:d cas:n rat:u,,,,[STEM-BASE]
308,309,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+hun~a/PRON_3FP,hun~a,haAhun~a,here_they_are(fem),,,haA+_hun~a,haA+_hun~a,haA+_hun~a,haA+_hun~a,pos:pron prc1:hA_dem gen:f num:p stt:d cas:n rat:r,,,,[STEM-COMPOUND]
309,310,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_3FP,hun~a,hun~a,they(fem),,,,,,,pos:pron gen:f num:p stt:d cas:n rat:r,,,,[STEM-BASE]
310,311,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,hunaA,hunaA,here,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
311,312,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,hunaAka,hunaAka,there,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
312,313,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,hunaAlika,hunaAlika,there,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
313,314,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+huwa/PRON_3MS,huwa,haAhuwa,here_he_is,,,haA+_huwa,haA+_huwa,haA+_huwa,haA+_huwa,pos:pron prc1:hA_dem gen:m num:s stt:d cas:n rat:u,,,,[STEM-COMPOUND]
314,315,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_3MS,huwa,huwa,it/he,,,,,,,pos:pron gen:m num:s stt:d cas:n rat:u,,,,[STEM-BASE]
315,316,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,huwa*aA,huwa*aA,behold;see;look,,,,,,,pos:interj,,,,[STEM-BASE]
316,317,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,j,j,J.;3rd;(pounds/lira);(answer);(republic);(gram),,,,,,,pos:abbrev,,,,[STEM-BASE]
317,318,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,jiy,jiy,G.,,,,,,,pos:abbrev,,,,[STEM-BASE]
318,319,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,jiy,jiy,J.,,,,,,,pos:abbrev,,,,[STEM-BASE]
319,320,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,ka,k,K.;11th;(kilo-),,,,,,,pos:abbrev,,,,[STEM-BASE]
320,321,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PREP,ka,ka,as;like,,,,,,,pos:prep,,,,[STEM-BASE]
321,322,NTWS,NTWS,NTWS,LEXICON,[STEM],NOUN,ka*aA,ka*aA,such;thus;so,,,,,,,pos:noun gen:m num:s stt:i cas:u,,,,[STEM-BASE]
322,323,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ka>an~/PSEUDO_VERB+niy/PRON_1S,ka>an~a,ka>an~iy,as_if;as_though;like,,,ka>an~_+iy,ka>an~a_+niy,ka>an~_+iy,ka>an~a_+niy,pos:verb_pseudo enc0:1s_pron,,,,[STEM-BASE]
323,324,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ka>an~/PSEUDO_VERB+naA/PRON_1P,ka>an~a,ka>an~aA,as_if;as_though;like,,,ka>an~_+aA,ka>an~a_+naA,ka>an~_+aA,ka>an~a_+naA,pos:verb_pseudo enc0:1p_pron,,,,[STEM-BASE]
324,325,NTWS,NTWS,NTWS,LEXICON,[STEM],PSEUDO_VERB,ka>an~a,ka>an~a,as_if;as_though;like,!PRON-iy,,,,,,pos:verb_pseudo,,,,[STEM-BASE]
325,326,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PART,ka>an~amaA,ka>an~amaA,as_if;as_though;like,,,,,,,pos:part,,,,[STEM-BASE]
326,327,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,kal~aA,kal~aA,not_at_all;definitely_not,,,,,,,pos:interj,,,,[STEM-BASE]
327,328,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],CONJ,kamaA,kamaA,and;as;also,,,,,,,pos:conj,,,,[STEM-BASE]
328,329,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERROG_PRON,kamo,kamo,how_many/much,,,,,,,pos:part_interrog,,,,[STEM-BASE]
329,330,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_ADV,kamo,kamo,how,,,,,,,pos:adv_rel stt:i cas:u,,,,[STEM-BASE]
330,331,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,kamo,kamo,how_many/much,,,,,,,pos:pron_rel rat:n gen:m num:s stt:i cas:u,,,,[STEM-BASE]
331,332,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,kayo,kayo,in_order_(to);so_(that);for,,,,,,,pos:conj_sub,,,,[STEM-BASE]
332,333,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],kayo/SUB_CONJ+laA/NEG_PART,kayo,kayolaA,in_order_not_to,,,kayo_+laA,kayo_+laA,kayo_+laA,kayo_+laA,pos:conj_sub enc0:lA_neg,,,,[STEM-COMPOUND]
333,334,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+kayo/SUB_CONJ,kayo,likayo,in_order_to,,,li+_kayo,li+_kayo,li+_kayo,li+_kayo,pos:conj_sub prc1:li_prep,,,,[STEM-COMPOUND]
334,335,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+kayo/SUB_CONJ+laA/NEG_PART,kayo,likayolaA,in_order_not_to,,,li+_kayo_+laA,li+_kayo_+laA,li+_kayo_+laA,li+_kayo_+laA,pos:conj_sub prc1:li_prep enc0:lA_neg,,,,[STEM-COMPOUND]
335,336,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERROG_ADV,kayofa,kayofa,how,,,,,,,pos:part_interrog,,,,[STEM-BASE]
336,337,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_ADV,kayofa,kayofa,how,,,,,,,pos:adv_rel stt:i cas:u,,,,[STEM-BASE]
337,338,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_ADV,kayofamaA,kayofamaA,whichever/however,,,,,,,pos:adv_rel gen:u stt:i cas:u,,,,[STEM-BASE]
338,339,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,kayomaA,kayomaA,in_order_to,,,,,,,pos:conj_sub,,,,[STEM-BASE]
339,340,NTWS,NTWS,NTWS,LEXICON,[STEM-CONST],NOUN_QUANT,kilaA,kil,both_of,MD||FD,,,,,,pos:noun_quant gen:- num:- rat:r stt:c,,,,
340,341,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,kiyh,kiyh,K.,,,,,,,pos:abbrev,,,,[STEM-BASE]
341,342,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,kjm,kg,kilogram,,,,,,,pos:abbrev,,,,[STEM-BASE]
342,343,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,kjm,kgm,kilogram,,,,,,,pos:abbrev,,,,[STEM-BASE]
343,344,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,kjm,kj,kilogram,,,,,,,pos:abbrev,,,,[STEM-BASE]
344,345,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,kjm,kjm,kilogram,,,,,,,pos:abbrev,,,,[STEM-BASE]
345,346,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,kjm,klg,kilogram,,,,,,,pos:abbrev,,,,[STEM-BASE]
346,347,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,kjm,klj,kilogram,,,,,,,pos:abbrev,,,,[STEM-BASE]
347,348,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,klm,klm,kilometer(s),,,,,,,pos:abbrev,,,,[STEM-BASE]
348,349,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,km,km,kilometer(s),,,,,,,pos:abbrev,,,,[STEM-BASE]
349,350,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_ADV,kul~amaA,kul~amaA,whenever,,,,,,,pos:adv_rel stt:i cas:u,,,,[STEM-BASE]
350,351,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_ADV,kul~amaA,kul~amaA,whenever,,,,,,,pos:adv_rel stt:i cas:u,,,,[STEM-COMPOUND]
351,352,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],l`kin~/PSEUDO_VERB+niy/PRON_1S,la`kin~a,la`kin~iy,But;however;yet;still;nevertheless;on_the_other_hand,,,la`kin~_+iy,la`kin~a_+niy,la`kin~_+iy,la`kin~a_+niy,pos:verb_pseudo enc0:1s_pron,,,,[STEM-BASE]
352,353,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],l`kin~/PSEUDO_VERB+naA/PRON_1P,la`kin~a,la`kin~aA,But;however;yet;still;nevertheless;on_the_other_hand,,,la`kin~_+aA,la`kin~a_+naA,la`kin~_+aA,la`kin~a_+naA,pos:verb_pseudo enc0:1p_pron,,,,[STEM-BASE]
353,354,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PSEUDO_VERB,la`kin~a,la`kin~a,But;however;yet;still;nevertheless;on_the_other_hand,!PRON-iy,,,,,,pos:verb_pseudo,,,,[STEM-BASE]
354,355,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],CONJ,la`kino,la`kino,But;however;yet;still;nevertheless;on_the_other_hand,,,,,,,pos:conj,,,,[STEM-BASE]
