,PATTERN_ABS,PATTERN_DEF,ROOT,ROOT_SUB,DEFINE,CLASS,PATTERN,LEMMA,LEMMA_SUB,FORM,FORM_SUB,BW,BW_SUB,GLOSS,FEAT,COND-T,COND-F,COND-S,MATCH,COMMENTS,STATUS
0,>a12i3,|2i3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],|2i#3,lex:|2i3,lex:|\1i\2,|2i#3,|\1i#\2,|2i#3/PV,|\1i#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])#([^ntwyA}&])$,3,
1,>a12i3,|2i3,>.2.n,>.\1.n,BACKOFF,[STEM-PV],|2i#3,lex:|2in,lex:|\1in,|2i#n,|\1i#n,|2i#n/PV,|\1i#n/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])#n$,1,
2,1a2a3,|3,>.w.n,>.w.n,BACKOFF,[STEM-PV],>u3,lex:|n,lex:|n,>un,>un,>un/PV,>un/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^An$,1,
3,1a2a3,|3,>.w.n,>.w.n,BACKOFF,[STEM-PV],|3,lex:|n,lex:|n,|n,|n,|n/PV,|n/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#n trans,^An$,1,
4,>a12i3,|yi3,>.y.3,>.y.\1,BACKOFF,[STEM-PV],|yi#3,lex:|yi3,lex:|yi\1,|yi#3,|yi#\1,|yi#3/PV,|yi#\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ay#([^wyA}&])$,1,
5,>a12a3,>a1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],>a1a3,lex:>a1A3,lex:>a\1A\2,>a1a3,>a\1a\2,>a1a3/PV,>a\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])([^ntwyA}&])$,15,
6,>a12a3,>a1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],>a1A3,lex:>a1A3,lex:>a\1A\2,>a1A3,>a\1A\2,>a1A3/PV,>a\1A\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^A([^wyA}&])A([^ntwyA}&])$,15,
7,>a12a3,>a1A3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],>a1a3,lex:>a1A3,lex:>a\1A\2,>a1a3,>a\1a\2,>a1a3/PV,>a\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])([^ntwyA}&])$,7,
8,>a12a3,>a1A3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],>a1A3,lex:>a1A3,lex:>a\1A\2,>a1A3,>a\1A\2,>a1A3/PV,>a\1A\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^A([^wyA}&])A([^ntwyA}&])$,7,
9,>a12a3,>a1A3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],>a1a3,lex:>a1An,lex:>a\1An,>a1an,>a\1an,>a1an/PV,>a\1an/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^A([^wyA}&])n$,2,
10,>a12a3,>a1A3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],>a1A3,lex:>a1An,lex:>a\1An,>a1An,>a\1An,>a1An/PV,>a\1An/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#n trans,^A([^wyA}&])An$,2,
11,>a12a3,>a1o2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],>a1o2a3,lex:>a1o2a3,lex:>a\1o\2a\3,>a1o2a3,>a\1o\2a\3,>a1o2a3/PV,>a\1o\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])$,93,
12,>a12a3,>a1o2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],>a1o2,lex:>a1o2aY,lex:>a\1o\2aY,>a1o2,>a\1o\2,>a1o2/PV,>a\1o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])([^wyA}&])$,20,
13,1a2~a3,>a2~a3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],>a2~a3,lex:>a2~a3,lex:>a\1~a\2,>a2~a3,>a\1~a\2,>a2~a3/PV,>a\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^ntwyA}&])$,8,
14,1a2~i3,>a2~i3,>.2.n,>.\1.n,BACKOFF,[STEM-PV],>a2~i3,lex:>a2~in,lex:>a\1~in,>a2~in,>a\1~in,>a2~in/PV,>a\1~in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])n$,3,
15,>a12a3,>a1o2a3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],>a1o2a3,lex:>a1o2an,lex:>a\1o\2an,>a1o2an,>a\1o\2an,>a1o2an/PV,>a\1o\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])([^wyA}&])n$,6,
16,1a2a3,>a2aY,>.2.y,>.\1.y,BACKOFF,[STEM-PV],>a2,lex:>a2aY,lex:>a\1aY,>a2,>a\1,>a2/PV,>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])$,2,
17,>a12a3,>a1o2a3,1.2.t,\1.\2.t,BACKOFF,[STEM-PV],>a1o2a3,lex:>a1o2at,lex:>a\1o\2at,>a1o2at,>a\1o\2at,>a1o2at/PV,>a\1o\2at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^A([^wyA}&])([^wyA}&])t$,1,
18,1a2~i3,>a2~i3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],>a2~i3,lex:>a2~i3,lex:>a\1~i\2,>a2~i3,>a\1~i\2,>a2~i3/PV,>a\1~i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^ntwyA}&])$,15,
19,>a12a3,>a1a2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-PV],>a1a2~,lex:>a1a2~,lex:>a\1a\2~,>a1a2~,>a\1a\2~,>a1a2~/PV,>a\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^A([^wyA}&])([^wyA}&])$,8,
20,1a2a3,>a2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],>a2a3,lex:>a2a3,lex:>a\1a\2,>a2a3,>a\1a\2,>a2a3/PV,>a\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^ntwyA}&])$,5,
21,>a12a3,>a1o2a>,1.2.>,\1.\2.>,BACKOFF,[STEM-PV],>a1o2,lex:>a1o2a>,lex:>a\1o\2a>,>a1o2,>a\1o\2,>a1o2/PV,>a\1o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^A([^wyA}&])([^wyA}&])$,3,
22,>a12a3,>a1o2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],Aa12,lex:>a1o2aY,lex:>a\1o\2aY,Aa12,Aa\1\2,Aa12/PV,Aa\1\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])([^wyA}&])$,1,
23,1a2~a3,>a2~aY,>.2.y,>.\1.y,BACKOFF,[STEM-PV],>a2~,lex:>a2~aY,lex:>a\1~aY,>a2~,>a\1~,>a2~/PV,>a\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])$,1,
24,1a2a3,>a2a3,>.2.n,>.\1.n,BACKOFF,[STEM-PV],>a2a3,lex:>a2an,lex:>a\1an,>a2an,>a\1an,>a2an/PV,>a\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])n$,1,
25,1a2~a3,>a2~a>,>.2.>,>.\1.>,BACKOFF,[STEM-PV],>a2~,lex:>a2~a>,lex:>a\1~a>,>a2~,>a\1~,>a2~/PV,>a\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^A([^wyA}&])$,1,
26,>a12a3,>a1A',1.w.>,\1.w.>,BACKOFF,[STEM-PV],>a1a>,lex:>a1A',lex:>a\1A',>a1a>,>a\1a>,>a1a>/PV,>a\1a>/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])A$,2,
27,>a12a3,>a1A',1.w.>,\1.w.>,BACKOFF,[STEM-PV],>a1,lex:>a1A',lex:>a\1A',>a1,>a\1,>a1/PV,>a\1/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#-A' trans,^A([^wyA}&])$,2,
28,1a2~a3,1a2~a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],1a2~a3,lex:1a2~a3,lex:\1a\2~a\3,1a2~a3,\1a\2~a\3,1a2~a3/PV,\1a\2~a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^ntwyA}&])$,603,
29,>a12a3,>a1A3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],>a1a3,lex:>a1An,lex:>a\1An,>a1an,>a\1an,>a1an/PV,>a\1an/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^A([^wyA}&])n$,2,
30,>a12a3,>a1A3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],>a1A3,lex:>a1An,lex:>a\1An,>a1An,>a\1An,>a1An/PV,>a\1An/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#n trans,^A([^wyA}&])An$,2,
31,Ait1a2a3,Aito1A3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],Aito1a3,lex:Aito1An,lex:Aito\1An,Aito1an,Aito\1an,Aito1an/PV,Aito\1an/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^At([^wyA}&])n$,2,
32,Ait1a2a3,Aito1A3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],Aito1A3,lex:Aito1An,lex:Aito\1An,Aito1An,Aito\1An,Aito1An/PV,Aito\1An/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#n trans,^At([^wyA}&])An$,1,
33,>a12a3,>a1owaY,1.w.y,\1.w.y,BACKOFF,[STEM-PV],>a1ow,lex:>a1owaY,lex:>a\1owaY,>a1ow,>a\1ow,>a1ow/PV,>a\1ow/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])w$,1,
34,>a12i3,>a1oyi3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],>a1oyi3,lex:>a1oyin,lex:>a\1oyin,>a1oyin,>a\1oyin,>a1oyin/PV,>a\1oyin/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])yn$,1,
35,>a12i3,>a1o2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],>a1o2i3,lex:>a1o2i3,lex:>a\1o\2i\3,>a1o2i3,>a\1o\2i\3,>a1o2i3/PV,>a\1o\2i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
36,1a2a3,>a2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],2a3,lex:>a2a3,lex:>a\1a\2,2a3,\1a\2,2a3/PV,\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^ntwyA}&])$,1,
37,1a2~i3,>a2~i3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],>a2~i#3,lex:>a2~i3,lex:>a\1~i\2,>a2~i#3,>a\1~i#\2,>a2~i#3/PV,>a\1~i#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])#([^ntwyA}&])$,1,
38,1a2~i3,>a2~i3,>.2.t,>.\1.t,BACKOFF,[STEM-PV],>a2~i3,lex:>a2~it,lex:>a\1~it,>a2~it,>a\1~it,>a2~it/PV,>a\1~it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^A([^wyA}&])t$,1,
39,1a2a3,>a2~,>.n.n,>.n.n,BACKOFF,[STEM-PV],>a2~,lex:>a2~,lex:>a\1~,>a2~,>a\1~,>a2~/PV,>a\1~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^A([^wyA}&])$,1,
40,>a12a3,>a1o2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],>a12a3,lex:>a1o2a3,lex:>a\1o\2a\3,>a12a3,>a\1\2a\3,>a12a3/PV,>a\1\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
41,>a12a3,>awo2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],>aw2a3,lex:>awo2a3,lex:>awo\1a\2,>aw2a3,>aw\1a\2,>aw2a3/PV,>aw\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aw([^wyA}&])([^ntwyA}&])$,3,
42,>a12a3,>awo2aY,w.2.y,w.\1.y,BACKOFF,[STEM-PV],>awo2,lex:>awo2aY,lex:>awo\1aY,>awo2,>awo\1,>awo2/PV,>awo\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Aw([^wyA}&])$,1,
43,>a12a3,>awo2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],>awo2a3,lex:>awo2a3,lex:>awo\1a\2,>awo2a3,>awo\1a\2,>awo2a3/PV,>awo\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aw([^wyA}&])([^ntwyA}&])$,1,
44,1a2~i3,>aw~i3,>.w.3,>.w.\1,BACKOFF,[STEM-PV],>aw~i3,lex:>aw~i3,lex:>aw~i\1,>aw~i3,>aw~i\1,>aw~i3/PV,>aw~i\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aw([^wyA}&])$,1,
45,1a2a3,>awaY,>.w.y,>.w.y,BACKOFF,[STEM-PV],>aw,lex:>awaY,lex:>awaY,>aw,>aw,>aw/PV,>aw/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Aw$,1,
46,1a2~i3,>ay~i3,>.y.3,>.y.\1,BACKOFF,[STEM-PV],>ay~i3,lex:>ay~i3,lex:>ay~i\1,>ay~i3,>ay~i\1,>ay~i3/PV,>ay~i\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ay([^wyA}&])$,1,
47,1a2~i3,>ay~i3,>.y.n,>.y.n,BACKOFF,[STEM-PV],>ay~i3,lex:>ay~in,lex:>ay~in,>ay~in,>ay~in,>ay~in/PV,>ay~in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ayn$,1,
48,1i2i3,<i2i3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],<i2i#3,lex:<i2i3,lex:<i\1i\2,<i2i#3,<i\1i#\2,<i2i#3/PV,<i\1i#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])#([^ntwyA}&])$,1,
49,Ai1ta2a3,Ai}ota2a3,>.2.n,>.\1.n,BACKOFF,[STEM-PV],Ai}ota2a3,lex:Ai}ota2an,lex:Ai}ota\1an,Ai}ota2an,Ai}ota\1an,Ai}ota2an/PV,Ai}ota\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A}t([^wyA}&])n$,1,
50,Ai1ta2a3,Ai1ota2A,1.2.>,\1.\2.>,BACKOFF,[STEM-PV],Ai1ota2,lex:Ai1ota2A,lex:Ai\1ota\2A,Ai1ota2,Ai\1ota\2,Ai1ota2/PV,Ai\1ota\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-A trans,^A([^wyA}&])t([^wyA}&])$,1,
51,Ai1ta2a3,Ai1ota2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Ai1ota2a3,lex:Ai1ota2a3,lex:Ai\1ota\2a\3,Ai1ota2a3,Ai\1ota\2a\3,Ai1ota2a3/PV,Ai\1ota\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])t([^wyA}&])([^ntwyA}&])$,115,
52,Ai1ta2a3,Ai1ota2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],Ai1ta2,lex:Ai1ota2aY,lex:Ai\1ota\2aY,Ai1ta2,Ai\1ta\2,Ai1ta2/PV,Ai\1ta\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])t([^wyA}&])$,2,
53,Ai1ta2a3,Ai1ota2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],Ai1ota2,lex:Ai1ota2aY,lex:Ai\1ota\2aY,Ai1ota2,Ai\1ota\2,Ai1ota2/PV,Ai\1ota\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])t([^wyA}&])$,21,
54,Ai12a3~,Ai1oya3~,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Ai1oya3~,lex:Ai1oya3~,lex:Ai\1oya\2~,Ai1oya3~,Ai\1oya\2~,Ai1oya3~/PV,Ai\1oya\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^A([^wyA}&])y([^ntwyA}&])$,1,
55,Ait1A2i3,Ait|2i3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],Ait|2i3,lex:Ait|2i3,lex:Ait|\1i\2,Ait|2i3,Ait|\1i\2,Ait|2i3/PV,Ait|\1i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtA([^wyA}&])([^ntwyA}&])$,1,
56,Ait1A2i3,Ait|2i3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],Ait|2i#3,lex:Ait|2i3,lex:Ait|\1i\2,Ait|2i#3,Ait|\1i#\2,Ait|2i#3/PV,Ait|\1i#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtA([^wyA}&])#([^ntwyA}&])$,4,
57,Ait1a2a3,Ait|2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],Ait|2a#3,lex:Ait|2a3,lex:Ait|\1a\2,Ait|2a#3,Ait|\1a#\2,Ait|2a#3/PV,Ait|\1a#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtA([^wyA}&])#([^ntwyA}&])$,1,
58,Ait1a2~i3,Aito>a2~i3,>.2.n,>.\1.n,BACKOFF,[STEM-PV],Aito>a2~i3,lex:Aito>a2~in,lex:Aito>a\1~in,Aito>a2~in,Aito>a\1~in,Aito>a2~in/PV,Aito>a\1~in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^AtA([^wyA}&])n$,2,
59,Ait1a2~a3,Aito>a2~aY,>.2.y,>.\1.y,BACKOFF,[STEM-PV],Aito>a2~,lex:Aito>a2~aY,lex:Aito>a\1~aY,Aito>a2~,Aito>a\1~,Aito>a2~/PV,Aito>a\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^AtA([^wyA}&])$,3,
60,Ait1a2~a3,Aito>a2~aY,>.2.y,>.\1.y,BACKOFF,[STEM-PV],Ai2o>a2~,lex:Aito>a2~aY,lex:Aito>a\1~aY,Ai2o>a2~,Ai\1o>a\2~,Ai2o>a2~/PV,Ai\1o>a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])A([^wyA}&])$,1,
61,Ait1a2~a3,Aito>a2~a3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],Aito>a2~a3,lex:Aito>a2~a3,lex:Aito>a\1~a\2,Aito>a2~a3,Aito>a\1~a\2,Aito>a2~a3/PV,Aito>a\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtA([^wyA}&])([^ntwyA}&])$,8,
62,Ait1a2~i3,Aito>a2~i3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],Aito>a2~i3,lex:Aito>a2~i3,lex:Aito>a\1~i\2,Aito>a2~i3,Aito>a\1~i\2,Aito>a2~i3/PV,Aito>a\1~i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtA([^wyA}&])([^ntwyA}&])$,18,
63,Ait1a2a3,Aito>a2aY,>.2.y,>.\1.y,BACKOFF,[STEM-PV],Aito>a2,lex:Aito>a2aY,lex:Aito>a\1aY,Aito>a2,Aito>a\1,Aito>a2/PV,Aito>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^AtA([^wyA}&])$,1,
64,Ait1a2a3,Aito>a2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],Aito>a2a3,lex:Aito>a2a3,lex:Aito>a\1a\2,Aito>a2a3,Aito>a\1a\2,Aito>a2a3/PV,Aito>a\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtA([^wyA}&])([^ntwyA}&])$,2,
65,Ait1a23a4,Aito>a2o3a4,>.2.3.4,>.\1.\2.\3,BACKOFF,[STEM-PV],Aito>a2o3a4,lex:Aito>a2o3a4,lex:Aito>a\1o\2a\3,Aito>a2o3a4,Aito>a\1o\2a\3,Aito>a2o3a4/PV,Aito>a\1o\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtA([^wyA}&])([^wyA}&])([^ntwyA}&])$,3,
66,Ait1a23i4,Aito>a2o3i4,>.2.3.4,>.\1.\2.\3,BACKOFF,[STEM-PV],Aito>a2o3i4,lex:Aito>a2o3i4,lex:Aito>a\1o\2i\3,Aito>a2o3i4,Aito>a\1o\2i\3,Aito>a2o3i4/PV,Aito>a\1o\2i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtA([^wyA}&])([^wyA}&])([^ntwyA}&])$,5,
67,Ait1a2~i3,Aito>a2~i3,>.2.t,>.\1.t,BACKOFF,[STEM-PV],Aito>a2~i3,lex:Aito>a2~it,lex:Aito>a\1~it,Aito>a2~it,Aito>a\1~it,Aito>a2~it/PV,Aito>a\1~it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^AtA([^wyA}&])t$,1,
68,Ait1a2~i3,Aito>aw~i3,>.w.3,>.w.\1,BACKOFF,[STEM-PV],Aito>aw~i3,lex:Aito>aw~i3,lex:Aito>aw~i\1,Aito>aw~i3,Aito>aw~i\1,Aito>aw~i3/PV,Aito>aw~i\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtAw([^wyA}&])$,1,
69,Ait1a2~a3,Aito>aw~a3,>.w.3,>.w.\1,BACKOFF,[STEM-PV],Aito>aw~a3,lex:Aito>aw~a3,lex:Aito>aw~a\1,Aito>aw~a3,Aito>aw~a\1,Aito>aw~a3/PV,Aito>aw~a\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtAw([^wyA}&])$,1,
70,Ait1a2~i3,Aito>ay~i3,>.y.3,>.y.\1,BACKOFF,[STEM-PV],Aito>ay~i3,lex:Aito>ay~i3,lex:Aito>ay~i\1,Aito>ay~i3,Aito>ay~i\1,Aito>ay~i3/PV,Aito>ay~i\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtAy([^wyA}&])$,1,
71,Ait1a2~i3,Aito>ay~i3,>.y.n,>.y.n,BACKOFF,[STEM-PV],Aito>ay~i3,lex:Aito>ay~in,lex:Aito>ay~in,Aito>ay~in,Aito>ay~in,Aito>ay~in/PV,Aito>ay~in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^AtAyn$,1,
72,Ait1A2i3,Ai1~A2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Ai1~A2i#3,lex:Ai1~A2i3,lex:Ai\1~A\2i\3,Ai1~A2i#3,Ai\1~A\2i#\3,Ai1~A2i#3/PV,Ai\1~A\2i#\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])A([^wyA}&])#([^ntwyA}&])$,3,
73,Ait1A2i3,Ait~A2i3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],Ait~A2i#3,lex:Ait~A2i3,lex:Ait~A\1i\2,Ait~A2i#3,Ait~A\1i#\2,Ait~A2i#3/PV,Ait~A\1i#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtA([^wyA}&])#([^ntwyA}&])$,3,
74,Ait1A2i3,Ait|2i3,>.2.n,>.\1.n,BACKOFF,[STEM-PV],Ait|2i#3,lex:Ait|2in,lex:Ait|\1in,Ait|2i#n,Ait|\1i#n,Ait|2i#n/PV,Ait|\1i#n/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^AtA([^wyA}&])#n$,1,
75,Ait1A2i3,Ai1~A2i3,1.2.t,\1.\2.t,BACKOFF,[STEM-PV],Ai1~A2i#3,lex:Ai1~A2it,lex:Ai\1~A\2it,Ai1~A2i#t,Ai\1~A\2i#t,Ai1~A2i#t/PV,Ai\1~A\2i#t/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^A([^wyA}&])A([^wyA}&])#t$,1,
76,Ait1A2i3,Ai1~Awi3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Ai1~Awi#3,lex:Ai1~Awi3,lex:Ai\1~Awi\2,Ai1~Awi#3,Ai\1~Awi#\2,Ai1~Awi#3/PV,Ai\1~Awi#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])Aw#([^ntwyA}&])$,1,
77,Ait1a2a3,Ait~AwaY,>.w.y,>.w.y,BACKOFF,[STEM-PV],Ait~Aw,lex:Ait~AwaY,lex:Ait~AwaY,Ait~Aw,Ait~Aw,Ait~Aw/PV,Ait~Aw/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^AtAw$,1,
78,Ait1A2i3,Aito1A2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Aito1A2i#3,lex:Aito1A2i3,lex:Aito\1A\2i\3,Aito1A2i#3,Aito\1A\2i#\3,Aito1A2i#3/PV,Aito\1A\2i#\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^At([^wyA}&])A([^wyA}&])#([^ntwyA}&])$,155,
