,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,LEMMA,FORM,DEFINE,CLASS,BW,GLOSS,FEAT,COND-T,COND-S,STATUS
107,108,Ait1A2i3,>.n.s,>.2.3,Ait|2i3,Ait|2i#3,Ait|nis,Ait|ni#s,LEXICON,[STEM-CV],CV,be_entertained_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
108,109,Aista12i3,>.n.s,>.2.3,Aisota>o2i3,Aisota>o2i3,Aisota>onis,Aisota>onis,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
109,110,Ait1a23i4,>.n.t.k,>.2.3.4,Aito>a2o3i4,Aito>a2o3i4,Aito>anotik,Aito>anotik,LEXICON,[STEM-CV],CV,be_trimmed;preen;primp_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
110,111,Ait1a2~a3,>.n.y,>.2.y,Aito>a2~aY,Aito>a2~,Aito>an~aY,Aito>an~,LEXICON,[STEM-CV],CV,act_slowly;be_cautious;act_with_caution;work_with_care_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
111,112,Aista12a3,>.n.y,>.2.y,Aisota2~aY,Aisota2~,Aisotan~aY,Aisotan~,LEXICON,[STEM-CV],CV,wait_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective trans,OK
112,113,ta1a2~a3,>.n.y,>.2.y,ta>a2~aY,Ait>a2~,ta>an~aY,Ait>an~,LEXICON,[STEM-CV],CV,act_slowly;be_cautious_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
113,114,Ait1a23i4,>.q.l.m,>.2.3.4,Aito>a2o3i4,Aito>a2o3i4,Aito>aqolim,Aito>aqolim,LEXICON,[STEM-CV],CV,be_acclimatized;adjust;become_acclimatized_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
114,115,1a2~a3,>.r.>,>.2.>,>a2~a>,>a2~,>ar~a>,>ar~,LEXICON,[STEM-CV],CV,ridicule;scoff_at;exploit;subjugate;make_fun;mock;laugh;behave_scornfully_[CALIMA],pos:verb asp:c vox:a mod:i,,#-a> trans,OK
115,116,Ait1a2a3,>.r.D,>.2.3,Aito>a2a3,Aito>i2i3,Aito>araD,Aito>iriD,LEXICON,[STEM-CV],CV,be_thin;lose_weight;become_thin_and_weak;emaciate;weaken;become_thin;promote;raise_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
116,117,1a2~a3,>.r.x,>.2.3,>a2~a3,>a2~a3,>ar~ax,>ar~ax,LEXICON,[STEM-CV],CV,report;chronicle;be_reported;be_chronicled;date;be_dated_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
117,118,1a2~i3,>.s.d,>.2.3,>a2~i3,>a2~i3,>as~id,>as~id,LEXICON,[STEM-CV],CV,be_rough;be_raw;be_unpolished;become_coarse;roughen;make_crude_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
118,119,Ait1a2~i3,>.s.d,>.2.3,Aito>a2~i3,Aito>a2~i3,Aito>as~id,Aito>as~id,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
119,120,Aista12i3,>.s.d,>.2.3,Aisota>o2i3,Aisota>o2i3,Aisota>osid,Aisota>osid,LEXICON,[STEM-CV],CV,seize_control_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
120,121,Ait1a2~i3,>.s.f,>.2.3,Aito>a2~i3,Aito>a2~i3,Aito>as~if,Aito>as~if,LEXICON,[STEM-CV],CV,be_sorry;regret;apologize_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
121,122,Ait1a2~a3,>.S.l,>.2.3,Aito>a2~a3,Aito>a2~a3,Aito>aS~al,Aito>aS~al,LEXICON,[STEM-CV],CV,root;anchor;be_rooted;be_anchored;rot;be_roted_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
122,123,Aista12a3,>.S.l,>.2.3,Aisota>o2a3,Aisota>o2i3,Aisota>oSal,Aisota>oSil,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
123,124,1a2a3,>.s.r,>.2.3,>a2a3,Ai>2i3,>asar,Ai>sir,LEXICON,[STEM-CV],CV,capture;take_prisoner;be_taken_captive;confide_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
124,125,Aista12a3,>.s.r,>.2.3,Aisota>o2a3,Aisota>o2i3,Aisota>osar,Aisota>osir,LEXICON,[STEM-CV],CV,monopolize;appropriate_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
125,126,1a2~a3,>.s.s,>.2.2,>a2~a3,>a2~a3,>as~as,>as~as,LEXICON,[STEM-CV],CV,establish;found;be_established;be_founded_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
126,127,1a2~i3,>.s.s,>.2.2,>a2~i3,>a2~i3,>as~is,>as~is,LEXICON,[STEM-CV],CV,found;establish_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
127,128,Ait1a2~i3,>.s.s,>.2.2,Aito>a2~i3,Aito>a2~i3,Aito>as~is,Aito>as~is,LEXICON,[STEM-CV],CV,be_established;be_founded;established_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
128,129,Ait1a23i4,>.s.t.*,>.2.3.4,Aito>a2o3i4,Aito>a2o3i4,Aito>asoti*,Aito>asoti*,LEXICON,[STEM-CV],CV,give_pompous_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
129,130,1a2~a3,>.T.r,>.2.3,>a2~a3,>a2~a3,>aT~ar,>aT~ar,LEXICON,[STEM-CV],CV,frame;contextualize;be_framed;be_contextualized_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
130,131,Ait1a2~a3,>.T.r,>.2.3,Aito>a2~a3,Aito>a2~a3,Aito>aT~ar,Aito>aT~ar,LEXICON,[STEM-CV],CV,be_framed_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
131,132,1a2a3,>.t.y,>.2.y,>a2aY,Ai}2,>ataY,Ai}t,LEXICON,[STEM-CV],CV,arrive;come;reach_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
132,133,Ait1a2~a3,>.t.y,>.2.y,Aito>a2~aY,Aito>a2~,Aito>at~aY,Aito>at~,LEXICON,[STEM-CV],CV,raise;grow;be_raised;be_grown;result;make_grow;bring_up;increase_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
133,134,Aista1a2~a3,>.t.y,>.2.y,Aisota>a2~aY,Aisota>a2~,Aisota>at~aY,Aisota>at~,LEXICON,[STEM-CV],CV,ask_come;induce_come;be_asked_come;be_induced_come_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective trans,OK
134,135,1a2~a3,>.v.r,>.2.3,>a2~a3,>a2~a3,>av~ar,>av~ar,LEXICON,[STEM-CV],CV,affect;influence;be_affected;be_influenced_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
135,136,Ait1a2~a3,>.v.r,>.2.3,Aito>a2~a3,Aito>a2~a3,Aito>av~ar,Aito>av~ar,LEXICON,[STEM-CV],CV,be_influenced;be_affected_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
136,137,Ait1a2~a3,>.w.h,>.w.3,Aito>a2~a3,Aito>a2~a3,Aito>aw~ah,Aito>aw~ah,LEXICON,[STEM-CV],CV,suffer_pain;commiserate;moan_with_pain;be_caused_pain_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
137,138,1a2~i3,>.w.l,>.w.3,>a2~i3,>a2~i3,>aw~il,>aw~il,LEXICON,[STEM-CV],CV,explain;interpret;be_explained;be_interpreted;first;first-place;best;top_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
138,139,Ait1a2~i3,>.w.l,>.w.3,Aito>a2~i3,Aito>a2~i3,Aito>aw~il,Aito>aw~il,LEXICON,[STEM-CV],CV,explain;interpret;be_explained;be_interpreted_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
139,140,1a2a3,>.w.n,>.w.3,|3,<u23,|n,<uwn,LEXICON,[STEM-CV],CV,arrive;approach_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow intrans,OK
140,141,1a2a3,>.w.y,>.w.y,>a2aY,Ai}2,>awaY,Ai}w,LEXICON,[STEM-CV],CV,retire;seek_shelter;be_sought_(as_shelter);take;be_given_refuge;shelter;lodge;be_sheltered_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
141,142,Ait1a2a3,>.w.y,>.w.y,Ait~A2aY,Ait~A2,Ait~AwaY,Ait~Aw,LEXICON,[STEM-CV],CV,have_as_a_shelter_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
142,143,>a12i3,>.x.*,>.2.3,|2i3,|2i#3,|xi*,|xi#*,LEXICON,[STEM-CV],CV,blame;reproach;taking;captivating;engrossing_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
143,144,1a2a3,>.x.*,>.2.3,>a2a3,2u3,>axa*,xu*,LEXICON,[STEM-CV],CV,take;begin;be_taken_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
144,145,Ait1a2~i3,>.x.*,>.2.3,Aito>a2~i3,Aito>a2~i3,Aito>ax~i*,Aito>ax~i*,LEXICON,[STEM-CV],CV,take;begin;be_taken;convey;treat;chose;receive_and_gain;marry_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
145,146,Ait1A2i3,>.x.*,>.2.3,Ait~A2i3,Ait~A2i#3,Ait~Axi*,Ait~Axi#*,LEXICON,[STEM-CV],CV,begin;be_taken;take_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
146,147,1a2a3,>.x.*,>.2.3,2a3,2u3,xa*,xu*,LEXICON,[STEM-CV],CV,receive;carry;take_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
147,148,1a2~i3,>.x.d,>.2.3,>a2~i3,>a2~i3,>ax~id,>ax~id,LEXICON,[STEM-CV],CV,take;begin;be_taken;convey;treat;chose;receive_and_gain;marry_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
148,149,1a2~a3,>.x.r,>.2.3,>a2~a3,>a2~a3,>ax~ar,>ax~ar,LEXICON,[STEM-CV],CV,delay_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
149,150,Ait1a2~a3,>.x.r,>.2.3,Aito>a2~a3,Aito>a2~a3,Aito>ax~ar,Aito>ax~ar,LEXICON,[STEM-CV],CV,be_postponed;be_late;go_back;retreat;regress;deteriorate_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
150,151,Ait1A2i3,>.x.r,>.2.3,Ait~A2i3,Ait~A2i#3,Ait~Axir,Ait~Axi#r,LEXICON,[STEM-CV],CV,expand;widen;enable;select_for_spaciousness;be_moved_aside;move_aside;losen;become_wide_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
151,152,1a2~i3,>.y.d,>.y.3,>a2~i3,>a2~i3,>ay~id,>ay~id,LEXICON,[STEM-CV],CV,approve_of;endorse;assist;support_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
152,153,Ait1a2~i3,>.y.d,>.y.3,Aito>a2~i3,Aito>a2~i3,Aito>ay~id,Aito>ay~id,LEXICON,[STEM-CV],CV,support;assist;be_supported;be_assisted_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
153,154,1a2~i3,>.y.n,>.y.3,>a2~i3,>a2~i3,>ay~in,>ay~in,LEXICON,[STEM-CV],CV,ionize_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
154,155,Ait1a2~i3,>.y.n,>.y.3,Aito>a2~i3,Aito>a2~i3,Aito>ay~in,Aito>ay~in,LEXICON,[STEM-CV],CV,be_ionized_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
155,156,>a12i3,>.y.s,>.y.3,|2i3,|2i#3,|yis,|yi#s,LEXICON,[STEM-CV],CV,despair;be_hopeless;despair_of;lose_hope_of_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
156,157,Ait1a23a4,>.z.E.r,>.2.3.4,Aito>a2o3a4,Aito>a2o3a4,Aito>azoEar,Aito>azoEar,LEXICON,[STEM-CV],CV,be_insufficient;be_shortened;shorten;curtail_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
157,158,1a2a3,>.z.m,>.2.3,>a2a3,Ai>2i3,>azam,Ai>zim,LEXICON,[STEM-CV],CV,arrive;approach;draw_near;bar;tavern;attend;appear;be_present_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
158,159,1a2~i3,>.z.m,>.2.3,>a2~i3,>a2~i3,>az~im,>az~im,LEXICON,[STEM-CV],CV,aggravate;make_critical;be_aggravated;be_made_critical;upset;become_unavailable;worsen_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
159,160,Ait1a2a3,>.z.m,>.2.3,Aito>a2a3,Aito>i2i3,Aito>azam,Aito>izim,LEXICON,[STEM-CV],CV,get_worse;become_critical_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
160,161,Ait1a2~i3,>.z.m,>.2.3,Aito>a2~i3,Aito>a2~i3,Aito>az~im,Aito>az~im,LEXICON,[STEM-CV],CV,become_worse_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
161,162,1a2a3,$.*.*,1.2.2,1a2~,1i2~,$a*~,$i*~,LEXICON,[STEM-CV],CV,deviate;be_separate_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
162,163,1a23a4,$.>.$.>,1.>.3.>,1a>o3a>,1a>o3,$a>o$a>,$a>o$,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,#-a> intrans,OK
163,164,Ait1A2i3,$.>.m,1.>.3,Aito1A}i3,Aito1A}i#3,Aito$A}im,Aito$A}i#m,LEXICON,[STEM-CV],CV,be_pessimistic;feel_bad_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
164,165,1a23a4,$.$.x.n,1.2.3.4,1a2o3a4,1a2o3i4,$a$oxan,$a$oxin,LEXICON,[STEM-CV],CV,deprive;deny;be_withheld;be_taken_away;be_rifled;passive;rob;steal_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
165,166,1a2a3,$.$.y,1.2.y,1A2aY,1A2,$A$aY,$A$,LEXICON,[STEM-CV],CV,tear_apart;rip_apart;shred;be_ripped_apart;cut;split;lacerate;slit_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
166,167,Ait1a23i4,$.b.$.b,1.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aito$abo$ib,Aito$abo$ib,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
167,168,1a23i4,$.b.$.b,1.2.3.4,1a2o3i4,1a2o3i4,$abo$ib,$abo$ib,LEXICON,[STEM-CV],CV,cast_a_spell_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
168,169,>a12a3,$.b.E,1.2.3,>a1o2a3,Ai1o2i3,>a$obaE,Ai$obiE,LEXICON,[STEM-CV],CV,satiate;gratify;be_satiated;be_gratified_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
169,170,Ait1a2~a3,$.b.E,1.2.3,Aito1a2~a3,Aito1a2~a3,Aito$ab~aE,Aito$ab~aE,LEXICON,[STEM-CV],CV,be_filled;be_loaded;be_satiated_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
170,171,1a2~a3,$.b.E,1.2.3,1a2~a3,1a2~a3,$ab~aE,$ab~aE,LEXICON,[STEM-CV],CV,satiate;gratify_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
171,172,1i2i3,$.b.E,1.2.3,1i2i3,Ai12a3,$ibiE,Ai$baE,LEXICON,[STEM-CV],CV,be_satisfied_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
172,173,Ait1A2i3,$.b.h,1.2.3,Aito1A2i3,Aito1A2i#3,Aito$Abih,Aito$Abi#h,LEXICON,[STEM-CV],CV,resemble;be_similar_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
173,174,Ait1a2~a3,$.b.H,1.2.3,Aito1a2~a3,Aito1a2~a3,Aito$ab~aH,Aito$ab~aH,LEXICON,[STEM-CV],CV,become_dirty;become_soiled;be_soiled;be_messed_up;be_polluted;become_smeared_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
174,175,Ait1a2a3,$.b.h,1.2.3,Aito1a2a3,Aito1i2i3,Aito$abah,Aito$ibih,LEXICON,[STEM-CV],CV,compare;liken_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
175,176,Ait1a2~i3,$.b.h,1.2.3,Aito1a2~i3,Aito1a2~i3,Aito$ab~ih,Aito$ab~ih,LEXICON,[STEM-CV],CV,imitate;compared_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
176,177,Ai1ta2a3,$.b.h,1.2.3,Ai1ota2a3,Ai1oti2i3,Ai$otabah,Ai$otibih,LEXICON,[STEM-CV],CV,fall_under_suspicion_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
177,178,Ain1a2a3,$.b.h,1.2.3,Aino1a2a3,Aino1i2i3,Aino$abah,Aino$ibih,LEXICON,[STEM-CV],CV,compare;liken;make_curdle;be_curdled;disquiet;fill_with_misgivings;be_disquieted;be_filled_with_misgivings_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
178,179,1A2i3,$.b.h,1.2.3,1A2i3,1A2i#3,$Abih,$Abi#h,LEXICON,[STEM-CV],CV,resemble;be_similar_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
179,180,1a2~a3,$.b.H,1.2.3,1a2~a3,1a2~a3,$ab~aH,$ab~aH,LEXICON,[STEM-CV],CV,be_streaked_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
180,181,1a2a3,$.b.h,1.2.3,1a2a3,Ai12i3,$abah,Ai$bih,LEXICON,[STEM-CV],CV,liken;compare_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
181,182,1a2~i3,$.b.h,1.2.3,1a2~i3,1a2~i3,$ab~ih,$ab~ih,LEXICON,[STEM-CV],CV,compare;liken;make_curdle;be_curdled;disquiet;fill_with_misgivings;be_disquieted;be_filled_with_misgivings_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
182,183,Ait1a2a3,$.b.k,1.2.3,Aito1a2a3,Aito1i2i3,Aito$abak,Aito$ibik,LEXICON,[STEM-CV],CV,become_engaged;skirmish;clash;engage_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
183,184,Ait1a2~i3,$.b.k,1.2.3,Aito1a2~i3,Aito1a2~i3,Aito$ab~ik,Aito$ab~ik,LEXICON,[STEM-CV],CV,weave;interweave;link;entwine;become_involved;fasten_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
184,185,Ai1ta2a3,$.b.k,1.2.3,Ai1ota2a3,Ai1oti2i3,Ai$otabak,Ai$otibik,LEXICON,[STEM-CV],CV,quarrel_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
185,186,Ain1a2a3,$.b.k,1.2.3,Aino1a2a3,Aino1i2i3,Aino$abak,Aino$ibik,LEXICON,[STEM-CV],CV,become_involved_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
186,187,1a2~i3,$.b.k,1.2.3,1a2~i3,1a2~i3,$ab~ik,$ab~ik,LEXICON,[STEM-CV],CV,weave;interweave;link;entwine;become_involved;fasten_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
187,188,1a2a3,$.b.k,1.2.3,1a2a3,Au12u3,$abak,Au$buk,LEXICON,[STEM-CV],CV,link;entwine_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
188,189,1a2a3,$.b.r,1.2.3,1a2a3,Ai12i3,$abar,Ai$bir,LEXICON,[STEM-CV],CV,measure_with_the_hand_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
189,190,1a2~a3,$.b.r,1.2.3,1a2~a3,1a2~a3,$ab~ar,$ab~ar,LEXICON,[STEM-CV],CV,measure_with_the_hand;gesticulate_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
190,191,Ait1a23a4,$.b.r.q,1.2.3.4,Aito1a2o3a4,Aito1a2o3a4,Aito$aboraq,Aito$aboraq,LEXICON,[STEM-CV],CV,live_a_life_of_ease_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
191,192,1a23a4,$.b.r.q,1.2.3.4,1a2o3a4,1a2o3a4,$aboraq,$aboraq,LEXICON,[STEM-CV],CV,tear_to_shreds_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
192,193,Ait1a2a3,$.b.T,1.2.3,Aito1a2a3,Aito1i2i3,Aito$abaT,Aito$ibiT,LEXICON,[STEM-CV],CV,be_attached_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
193,194,Ait1a2~a3,$.b.T,1.2.3,Aito1a2~a3,Aito1a2~a3,Aito$ab~aT,Aito$ab~aT,LEXICON,[STEM-CV],CV,connect;contact;be_connected;be_contacted;perform;proceed;joined;link_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
194,195,1a2a3,$.b.T,1.2.3,1a2a3,Ai12a3,$abaT,Ai$baT,LEXICON,[STEM-CV],CV,cling;hold_on_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
195,196,1a2~a3,$.b.T,1.2.3,1a2~a3,1a2~a3,$ab~aT,$ab~aT,LEXICON,[STEM-CV],CV,cause_cling_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
196,197,Ait1a2~i3,$.b.v,1.2.3,Aito1a2~i3,Aito1a2~i3,Aito$ab~iv,Aito$ab~iv,LEXICON,[STEM-CV],CV,cling;cleave;cause_cling;hang_on;be_hung_up;be_strung_up;get_hoked;become_strongly_attached_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
197,198,1a2a3,$.b.y,1.2.y,1A2aY,1A2,$AbaY,$Ab,LEXICON,[STEM-CV],CV,arrive_at;reach;connect;be_arrived_at;be_reached;be_connected;reach_up;be_long_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
198,199,Ait1a2~a3,$.D.b,1.2.3,Aito1a2~a3,Aito1a2~a3,Aito$aD~ab,Aito$aD~ab,LEXICON,[STEM-CV],CV,fracture_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
199,200,1a2~a3,$.D.b,1.2.3,1a2~a3,1a2~a3,$aD~ab,$aD~ab,LEXICON,[STEM-CV],CV,fracture_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
200,201,Ait1a2a3,$.d.d,1.2.2,Aito1a2~,Aito1a2~,Aito$ad~,Aito$ad~,LEXICON,[STEM-CV],CV,make_tight;make_strong;stretched;be_stretched;pull;withdraw;pull_out;be_pulled_out_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
201,202,Ait1a2~i3,$.d.d,1.2.2,Aito1a2~i3,Aito1a2~i3,Aito$ad~id,Aito$ad~id,LEXICON,[STEM-CV],CV,become_intense;be_intensified_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
202,203,Ai1ta2a3,$.d.d,1.2.2,Ai1ota2~,Ai1ota2~,Ai$otad~,Ai$otad~,LEXICON,[STEM-CV],CV,became_intense_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
203,204,Ain1a2a3,$.d.d,1.2.2,Aino1a2~,Aino1a2~,Aino$ad~,Aino$ad~,LEXICON,[STEM-CV],CV,make_tight;make_strong;stretched;be_stretched;pull;withdraw;pull_out;be_pulled_out_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
204,205,1a2a3,$.d.d,1.2.2,1a2~,1i2~,$ad~,$id~,LEXICON,[STEM-CV],CV,make_tight;make_strong_[CALIMA],pos:verb asp:c vox:a mod:i,,gem trans,OK
205,206,1a2~i3,$.d.d,1.2.2,1a2~i3,1a2~i3,$ad~id,$ad~id,LEXICON,[STEM-CV],CV,strengthen;intensify;emphasize;be_strengthened;be_intensified;be_emphasized;make_something_narrow;take_short_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
206,207,Ait1a2a3,$.d.h,1.2.3,Aito1a2a3,Aito1i2i3,Aito$adah,Aito$idih,LEXICON,[STEM-CV],CV,confuse;baffle;be_surprised;stun;strike;be_dumfounded;be_made_shut_up.;be_thunderstruck_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
207,208,Ain1a2a3,$.d.h,1.2.3,Aino1a2a3,Aino1i2i3,Aino$adah,Aino$idih,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
208,209,1a2a3,$.d.h,1.2.3,1a2a3,Ai12a3,$adah,Ai$dah,LEXICON,[STEM-CV],CV,confuse;baffle_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
209,210,Ait1a2~a3,$.d.q,1.2.3,Aito1a2~a3,Aito1a2~a3,Aito$ad~aq,Aito$ad~aq,LEXICON,[STEM-CV],CV,boast;speak_affectedly;chew_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
210,211,Ait1a2a3,$.d.x,1.2.3,Aito1a2a3,Aito1i2i3,Aito$adax,Aito$idix,LEXICON,[STEM-CV],CV,shatter;smash;crack_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
211,212,Ain1a2a3,$.d.x,1.2.3,Aino1a2a3,Aino1i2i3,Aino$adax,Aino$idix,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
212,213,1a2a3,$.d.x,1.2.3,1a2a3,Ai12a3,$adax,Ai$dax,LEXICON,[STEM-CV],CV,shatter;smash_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
213,214,Ait1a23a4,$.E.$.E,1.2.3.4,Aito1a2o3a4,Aito1a2o3a4,Aito$aEo$aE,Aito$aEo$aE,LEXICON,[STEM-CV],CV,dilute;shine;be_radiant;be_obvious;be_made_bright;make_attractive;be_attractive;become_sweet_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
214,215,1a23a4,$.E.$.E,1.2.3.4,1a2o3a4,1a2o3a4,$aEo$aE,$aEo$aE,LEXICON,[STEM-CV],CV,dilute_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
215,216,Ait1a2~a3,$.E.b,1.2.3,Aito1a2~a3,Aito1a2~a3,Aito$aE~ab,Aito$aE~ab,LEXICON,[STEM-CV],CV,diverge;branch_out;be_split;be_divided;branch_off;out;be_branching_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
216,217,1a2~a3,$.E.b,1.2.3,1a2~a3,1a2~a3,$aE~ab,$aE~ab,LEXICON,[STEM-CV],CV,subdivide;ramify_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
217,218,Ait1a23a4,$.E.b.T,1.2.3.4,Aito1a2o3a4,Aito1a2o3a4,Aito$aEobaT,Aito$aEobaT,LEXICON,[STEM-CV],CV,seize;hold;refrain_from;be_seized;be_held;be_refrained_from;fast;be_grabbed_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
