,LINE,ROOT,PATTERN,PATTERN_ABSTRACT,DEFINE,CLASS,BW,LEMMA,FORM,GLOSS,COND-T,COND-S,D3SEG,D3TOK,D2SEG,D2TOK,D1SEG,D1TOK,ATBSEG,ATBTOK,UD,CATIB6,FEAT,POS,FEAT_OLD,STATUS,COMMENTS,NOTES,#CLASS
0,1,m.r.>,NTWS,NTWS,LEXICON,[STEM-ACCUSATIVE],NOUN,{imoru&,{imor,man,MS||MD,#a>,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:r cas:a,noun,pos:noun gen:- num:- rat:r cas:a,,,,[STEM-NOM]
1,2,m.r.>,NTWS,NTWS,LEXICON,[STEM-GENITIVE],NOUN,{imoru&,{imori},man,MS||MD,,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:r cas:g,noun,pos:noun gen:- num:- rat:r cas:g,,,,[STEM-NOM]
2,3,m.r.>,NTWS,NTWS,LEXICON,[STEM-NOMINATIVE],NOUN,{imoru&,{imor,man,MS||MD,#u&,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:r cas:n,noun,pos:noun gen:- num:- rat:r cas:n,,,,[STEM-NOM]
3,4,m.r.>,NTWS,NTWS,LEXICON,[STEM-ACCUSATIVE],NOUN_PROP,{imoru&,{imor,man,MS||MD,#a>,,,,,,,,,PROPN,NOM,pos:noun_prop gen:- num:- rat:r cas:a,noun_prop,pos:noun_prop gen:- num:- rat:r cas:a,,,,[STEM-NOM]
4,5,m.r.>,NTWS,NTWS,LEXICON,[STEM-GENITIVE],NOUN_PROP,{imoru&,{imori},man,MS||MD,,,,,,,,,,PROPN,NOM,pos:noun_prop gen:- num:- rat:r cas:g,noun_prop,pos:noun_prop gen:- num:- rat:r cas:g,,,,[STEM-NOM]
5,6,m.r.>,NTWS,NTWS,LEXICON,[STEM-NOMINATIVE],NOUN_PROP,{imoru&,{imor,man,MS||MD,#u&,,,,,,,,,PROPN,NOM,pos:noun_prop gen:- num:- rat:r cas:n,noun_prop,pos:noun_prop gen:- num:- rat:r cas:n,,,,[STEM-NOM]
6,7,s.m.y,NTWS,NTWS,LEXICON,[STEM-CONJ],bi/PREP+{isom/NOUN+i/CASE_DEF_GEN,{isom,bisomi,in/by_the_name_of,,,bi+_somi,bi+_{isomi,bi+_somi,bi+_{isomi,,,bi+_somi,bi+_{isomi,ADP+NOUN,PRT+NOM,pos:noun prc1:bi_prep gen:m num:s stt:c cas:g,noun,pos:noun prc1:bi_prep gen:m num:s stt:c cas:g,,,,[STEM-NOM]
7,8,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,*,*,DH.;25th,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
8,9,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MS,*a`lika,*a`lika,that;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:m num:s cas:u stt:i,pron_dem,pos:pron_dem rat:n gen:m num:s cas:u stt:i,,,,[STEM-BASE]
9,10,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,*a`lika,tiloka,that;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:u stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:u stt:i,,,,[STEM-BASE]
10,11,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MP,*a`lika,*a`likum%m,that;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:m num:p cas:u stt:i,pron_dem,pos:pron_dem rat:n gen:m num:p cas:u stt:i,,,,[STEM-BASE]
11,12,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FS,*a`lika,tilokum%m,that;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:u stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:u stt:i,,,,[STEM-BASE]
12,13,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_D,*a`lika,*a`likumaA,that;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:- num:d cas:u stt:i,pron_dem,pos:pron_dem rat:n gen:- num:d cas:u stt:i,,,,[STEM-BASE]
13,14,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MS,*a`lika,*a`likun~a,that;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:p cas:u stt:i,pron_dem,pos:pron_dem rat:n gen:f num:p cas:u stt:i,,,,[STEM-BASE]
14,15,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MS,*aA,*aA,this;that;these;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:m num:s cas:u stt:i,pron_dem,pos:pron_dem rat:n gen:m num:s cas:u stt:i,,,,[STEM-BASE]
15,16,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_MD,*aA,*aAna,this;that;these;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:m num:d cas:n stt:i,pron_dem,pos:pron_dem rat:n gen:m num:d cas:n stt:i,,,,[STEM-BASE]
16,17,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MD,*aA,*ayna,this;that;these;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:m num:d cas:g stt:i,pron_dem,pos:pron_dem rat:n gen:m num:d cas:g stt:i,,,,[STEM-BASE]
17,18,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_MD,*aA,*ayna,this;that;these;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:m num:d cas:a stt:i,pron_dem,pos:pron_dem rat:n gen:m num:d cas:a stt:i,,,,[STEM-BASE]
18,19,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FD,*aA,taAni,this;that;these;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:d cas:n stt:i,pron_dem,pos:pron_dem rat:n gen:f num:d cas:n stt:i,,,,[STEM-BASE]
19,20,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FD,*aA,tayoni,this;that;these;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:d cas:a stt:i,pron_dem,pos:pron_dem rat:n gen:f num:d cas:a stt:i,,,,[STEM-BASE]
20,21,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FD,*aA,tayoni,this;that;these;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:d cas:g stt:i,pron_dem,pos:pron_dem rat:n gen:f num:d cas:g stt:i,,,,[STEM-BASE]
21,22,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FS,*aA,tiy,this;that;these;those,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:u stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:u stt:i,,,,[STEM-BASE]
22,23,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_MD,*aAka,*aAnika,those;that,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:m num:d cas:n stt:i,pron_dem,pos:pron_dem rat:n gen:m num:d cas:n stt:i,,,,[STEM-BASE]
23,24,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MS,*aAka,*aAka,those;that,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:m num:s cas:u stt:i,pron_dem,pos:pron_dem rat:n gen:m num:s cas:u stt:i,,,,[STEM-BASE]
24,25,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_MD,*aAka,*aynika,those;that,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:m num:d cas:a stt:i,pron_dem,pos:pron_dem rat:n gen:m num:d cas:a stt:i,,,,[STEM-BASE]
25,26,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MD,*aAka,*aynika,those;that,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:m num:d cas:g stt:i,pron_dem,pos:pron_dem rat:n gen:m num:d cas:g stt:i,,,,[STEM-BASE]
26,27,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FS,*aAka,taAka,those;that,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:n stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:n stt:i,,,,[STEM-BASE]
27,28,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FD,*aAka,taAnika,those;that,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:d cas:n stt:i,pron_dem,pos:pron_dem rat:n gen:f num:d cas:n stt:i,,,,[STEM-BASE]
28,29,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FD,*aAka,tayonika,those;that,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:d cas:a stt:i,pron_dem,pos:pron_dem rat:n gen:f num:d cas:a stt:i,,,,[STEM-BASE]
29,30,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FD,*aAka,tayonika,those;that,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:d cas:g stt:i,pron_dem,pos:pron_dem rat:n gen:f num:d cas:g stt:i,,,,[STEM-BASE]
30,31,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FS,*aAka,tiyka,those;that,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:a stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:a stt:i,,,,[STEM-BASE]
31,32,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FS,*aAka,tiyka,those;that,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:g stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:g stt:i,,,,[STEM-BASE]
32,33,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONST],NOUN,*uw,*aAt,of;with,MS,,,,,,,,,,NOUN,NOM,pos:noun gen:f num:- rat:i stt:c,noun,pos:noun gen:f num:- rat:i stt:c,,,,
33,34,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONST],NOUN,*uw,*aw,of;with,MD||MP||FP,,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:i stt:c,noun,pos:noun gen:- num:- rat:i stt:c,,,,
34,35,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONST],NOUN,*uw,*,of;with,MS,Five-nouns,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:i stt:c,noun,pos:noun gen:- num:- rat:i stt:c,,,,
35,36,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<i,<i,I.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
36,37,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,<i*~aAka,<i*~aAka,then,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
37,38,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PART,<i*aA,<i*aA,suddenly,,,,,,,,,,,PART,PRT,pos:part,part,pos:part,,,,[STEM-BASE]
38,39,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,<i*aA,<i*aA,"If,_whether,_when,_whenever",,,,,,,,,,,SCONJ,PRT,pos:conj_sub,conj_sub,pos:conj_sub,,,,[STEM-BASE]
39,40,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,<i*aAF,<i*aAF,Therefore;hence;then;so;in_that_case;thus;consequently;accordingly,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
40,41,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,<i*ano,<i*ano,hence_so,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
41,42,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PART,<i*o,<i*o,Then;and_then;as;when;while;(and)_suddenly;(and)_all_of_a_sudden,,,,,,,,,,,PART,PRT,pos:part,part,pos:part,,,,[STEM-BASE]
42,43,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,<i*o,<i*o,Then;and_then;as;when;while;(and)_suddenly;(and)_all_of_a_sudden,,,,,,,,,,,SCONJ,PRT,pos:conj_sub,conj_sub,pos:conj_sub,,,,[STEM-BASE]
43,44,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<if,<if,F.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
44,45,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<il,<il,L.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
45,46,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PREP,<il~aA,<il~aA,except_for,,,,,,,,,,,ADP,PRT,pos:prep,prep,pos:prep,,,,[STEM-BASE]
46,47,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],RESTRIC_PART,<il~aA,<il~aA,except_for,,,,,,,,,,,PART,PRT,pos:part_restrict,part_restrict,pos:part_restrict,,,,[STEM-BASE]
47,48,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PREP,<ilaY,<ilaY,to;towards,,,,,,,,,,,ADP,PRT,pos:prep,prep,pos:prep,,,,[STEM-BASE]
48,49,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,<ilaY,<ilayo,to;towards,enc0,C:ay#,,,,,,,,,ADP,PRT,pos:prep,prep,pos:prep,,,,[STEM-BASE]
49,50,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<im,<im,M.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
50,51,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],CONJ,<im~aA,<im~aA,Either;whether;if,,,,,,,,,,,CCONJ,PRT,pos:conj,conj,pos:conj,,,,[STEM-BASE]
51,52,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<in,<in,N.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
52,53,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],<in~/PSEUDO_VERB+niy/PRON_1S,<in~a,<in~iy,indeed,,,<in~_+iy,<in~a_+niy,,,,,<in~_+iy,<in~a_+niy,CCONJ+PRON,PRT+NOM,pos:verb_pseudo enc0:1s_pron,verb_pseudo,pos:verb_pseudo enc0:1s_pron,,,,[STEM-BASE]
53,54,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],<in~/PSEUDO_VERB+naA/PRON_1P,<in~a,<in~aA,indeed,,,<in~_+aA,<in~a_+naA,,,,,<in~_+aA,<in~a_+naA,CCONJ+PRON,PRT+NOM,pos:verb_pseudo enc0:1p_pron,verb_pseudo,pos:verb_pseudo enc0:1p_pron,,,,[STEM-BASE]
54,55,NTWS,NTWS,NTWS,LEXICON,[STEM],PSEUDO_VERB,<in~a,<in~a,indeed,!PRON-iy,,,,,,,,,,CCONJ,PRT,pos:verb_pseudo,verb_pseudo,pos:verb_pseudo,,,,[STEM-BASE]
55,56,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],<in~a/PSEUDO_VERB+maA/REL_PRON,<in~a,<in~amaA,indeed_that,,,<in~a_+maA,<in~a_+maA,,,,,<in~a_+maA,<in~a_+maA,CCONJ+PRON,PRT+NOM,pos:verb_pseudo enc0:mA_rel,verb_pseudo,pos:verb_pseudo enc0:mA_rel,,,,[STEM-COMPOUND]
56,57,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],la/EMPHATIC_PART+<in~a/PSEUDO_VERB,<in~a,la}in~a,definitely+indeed,,,la+_}in~a,la+_<in~a,la+_}in~a,la+_<in~a,,,la+_}in~a,la+_<in~a,PART+CCONJ,PRT+PRT,pos:verb_pseudo prc1:la_emph,verb_pseudo,pos:verb_pseudo prc1:la_emph,,,,[STEM-COMPOUND]
57,58,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],RESTRIC_PART,<in~amaA,<in~amaA,but_rather;indeed,,,,,,,,,,,PART,PRT,pos:part_restrict,part_restrict,pos:part_restrict,,,,[STEM-BASE]
58,59,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,<ino,<ino,Although;(even)_though;even_if;despite;in_spite_of_the_fact_that;verily;truly,,,,,,,,,,,SCONJ,PRT,pos:conj_sub,conj_sub,pos:conj_sub,,,,[STEM-BASE]
59,60,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],la/EMPHATIC_PART+<ino/SUB_CONJ,<ino,la}ino,indeed+if,,,la+_}in,la+_<ino,la+_}in,la+_<ino,,,la+_}in,la+_<ino,PART+SCONJ,PRT+PRT,pos:conj_sub prc1:la_emph,conj_sub,pos:conj_sub prc1:la_emph,,,,[STEM-COMPOUND]
60,61,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<is,<is,S.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
61,62,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<it$,<it$,H.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
62,63,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<iy,<iy,E.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
63,64,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PART,<iy~aA,<iy~aA,to;for,,,,,,,,,,,PART,PRT,pos:part,part,pos:part,,,,[STEM-BASE]
64,65,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<iyh,<iyh,A.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
65,66,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>a,>a,A.;1st,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
66,67,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],INTERROG_PART,>a,>a,does;is;are;do,,,,,,,,,,,PART,PRT,pos:part_interrog,part_interrog,pos:part_interrog,CHECK,Should we allow prep here?,,[STEM-BASE]
67,68,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],VOC_PART,>a,>a,hey,,,,,,,,,,,PART,PRT,pos:part_voc,part_voc,pos:part_voc,,,,[STEM-BASE]
68,69,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>af,>af,A.F.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
69,70,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,>ah,>ah,ah!;ouch!,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
70,71,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,>ajal,>ajal,yes;indeed;certainly,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
71,72,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],PART,>alaA,>alaA,namely;i.e.,,,,,,,,,,,PART,PRT,pos:part,part,pos:part,,,,[STEM-BASE]
72,73,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,>aluw,>aluw,hello,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
73,74,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],FOCUS_PART,>am~aA,>am~aA,"As_to;as_for;as_far_as_he_(she,_it,_..etc)_is_concerned;but;however;yet;on_the_other_hand",,,,,,,,,,,PART,PRT,pos:part_focus,part_focus,pos:part_focus,,,,[STEM-BASE]
74,75,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],CONJ,>amo,>amo,or,,,,,,,,,,,CCONJ,PRT,pos:conj,conj,pos:conj,,,,[STEM-BASE]
75,76,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],>an~/SUB_CONJ+niy/PRON_1S,>an~a,>an~iy,that,,,>an~_+iy,>an~a_+niy,,,,,>an~_+iy,>an~a_+niy,SCONJ+PRON,PRT+NOM,pos:conj_sub enc0:1s_pron,conj_sub,pos:conj_sub enc0:1s_pron,,,,[STEM-BASE]
76,77,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],>an~/SUB_CONJ+naA/PRON_1P,>an~a,>an~aA,that,,,>an~_+aA,>an~a_+naA,,,,,>an~_+aA,>an~a_+naA,SCONJ+PRON,PRT+NOM,pos:conj_sub enc0:1p_pron,conj_sub,pos:conj_sub enc0:1p_pron,,,,[STEM-BASE]
77,78,NTWS,NTWS,NTWS,LEXICON,[STEM],SUB_CONJ,>an~a,>an~a,that,!PRON-iy,,,,,,,,,,SCONJ,PRT,pos:conj_sub,conj_sub,pos:conj_sub,,,,[STEM-BASE]
78,79,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],>an~a/SUB_CONJ+maA/REL_PRON,>an~a,>an~amaA,that,,,>an~a_+maA,>an~a_+maA,,,,,>an~a_+maA,>an~a_+maA,SCONJ+PRON,PRT+NOM,pos:conj_sub enc0:mA_rel,conj_sub,pos:conj_sub enc0:mA_rel,,,,[STEM-COMPOUND]
79,80,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],SUB_CONJ,>an~amaA,>an~amaA,that,,,,,,,,,,,SCONJ,PRT,pos:conj_sub,conj_sub,pos:conj_sub,,,,[STEM-BASE]
80,81,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERROG_ADV,>an~aY,>an~aY,where?;how?;however,,,,,,,,,,,ADV,NOM,pos:adv_interrog,adv_interrog,pos:part_interrog,,,,[STEM-BASE]
81,82,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_ADV,>an~aY,>an~aY,wherever;however,,,,,,,,,,,ADV,NOM,pos:adv_rel stt:i cas:u,adv_rel,pos:adv_rel stt:i cas:u,,,,[STEM-BASE]
82,83,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_1S,>anaA,>anaA,I,,,,,,,,,,,PRON,NOM,pos:pron per:1 gen:m num:s stt:d cas:n rat:r,pron,pos:pron per:1 gen:m num:s stt:d cas:n rat:r,,,,[STEM-BASE]
83,84,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+>anaA/PRON_1S,>anaA,haA>anaA,here_I_am;this+I,,,haA+_>anaA,haA+_>anaA,haA+_>anaA,haA+_>anaA,,,haA+_>anaA,haA+_>anaA,DET+PRON,NOM+NOM,pos:pron prc1:hA_dem per:1 gen:m num:s stt:d cas:n rat:r,pron,pos:pron prc1:hA_dem per:1 gen:m num:s stt:d cas:n rat:r,,,,[STEM-COMPOUND]
84,85,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],>ano/SUB_CONJ+laA/NEG_PART,>ano,>al~aA,that/to_not,!li/PREP,,>a_+l~aA,>ano_+laA,,,,,>a_+l~aA,>ano_+laA,SCONJ+PART,PRT+PRT,pos:conj_sub enc0:lA_neg,conj_sub,pos:conj_sub enc0:lA_neg,,,أن الناصبة (المصدرية),[STEM-COMPOUND]
85,86,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],>ano/SUB_CONJ+laA/NEG_PART,>ano,}al~aA,that/to_not,li/PREP,,}a_+l~aA,>ano_+laA,,,,,}a_+l~aA,>ano_+laA,SCONJ+PART,PRT+PRT,pos:conj_sub enc0:lA_neg,conj_sub,pos:conj_sub enc0:lA_neg,,,أن الناصبة (المصدرية),[STEM-COMPOUND]
86,87,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],SUB_CONJ,>ano,>ano,that;to,,,,,,,,,,,SCONJ,PRT,pos:conj_sub,conj_sub,pos:conj_sub,,,أن الناصبة (المصدرية),[STEM-BASE]
87,88,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_2MS,>anota,>anota,you,,,,,,,,,,,PRON,NOM,pos:pron per:2 gen:m num:s stt:d cas:n rat:r,pron,pos:pron per:2 gen:m num:s stt:d cas:n rat:r,,,,[STEM-BASE]
88,89,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+>anota/PRON_2MS,>anota,haA>anota,there_you_are;this+you,,,haA+_>anota,haA+_>anota,haA+_>anota,haA+_>anota,,,haA+_>anota,haA+_>anota,DET+PRON,NOM+NOM,pos:pron prc1:hA_dem per:2 gen:m num:s stt:d cas:n rat:r,pron,pos:pron prc1:hA_dem per:2 gen:m num:s stt:d cas:n rat:r,,,,[STEM-COMPOUND]
89,90,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_2FS,>anoti,>anoti,you,,,,,,,,,,,PRON,NOM,pos:pron per:2 gen:f num:s stt:d cas:n rat:r,pron,pos:pron per:2 gen:f num:s stt:d cas:n rat:r,,,,[STEM-BASE]
90,91,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+>anoti/PRON_2FS,>anoti,haA>anoti,there_you_are;this+you,,,haA+_>anoti,haA+_>anoti,haA+_>anoti,haA+_>anoti,,,haA+_>anoti,haA+_>anoti,DET+PRON,NOM+NOM,pos:pron prc1:hA_dem per:2 gen:f num:s stt:d cas:n rat:r,pron,pos:pron prc1:hA_dem per:2 gen:f num:s stt:d cas:n rat:r,,,,[STEM-COMPOUND]
91,92,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_2D,>anotumaA,>anotumaA,you_both,,,,,,,,,,,PRON,NOM,pos:pron per:2 gen:m num:d stt:d cas:n rat:r,pron,pos:pron per:2 gen:m num:d stt:d cas:n rat:r,,,,[STEM-BASE]
92,93,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+>anotumaA/PRON_2D,>anotumaA,haA>anotumaA,there_you_both_are;this+you,,,haA+_>anotumaA,haA+_>anotumaA,haA+_>anotumaA,haA+_>anotumaA,,,haA+_>anotumaA,haA+_>anotumaA,DET+PRON,NOM+NOM,pos:pron prc1:hA_dem per:2 gen:m num:d stt:d cas:n rat:r,pron,pos:pron prc1:hA_dem per:2 gen:m num:d stt:d cas:n rat:r,,,,[STEM-COMPOUND]
93,94,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_2MP,>anotum,>anotum%m,you,,,,,,,,,,,PRON,NOM,pos:pron per:2 gen:m num:p stt:d cas:n rat:r,pron,pos:pron per:2 gen:m num:p stt:d cas:n rat:r,,,,[STEM-BASE]
