ROOT	STATUS	PATTERN_LEMMA_PROPOSED
f.r.E.n f.r.E	BACKOFF-2	ROOT_ERROR
f.r.E	LOOKUP_DEDIAC-1	1a23iy
f.r.f.$	BACKOFF-1	1a23a4ap
f.r.f.r	LOOKUP_DEDIAC-1	1a23a4ap
f.r.f.t	BACKOFF-1	1a23a4ap
f.r.f.T	BACKOFF-1	1a23a4ap
f.r.f.t	BACKOFF-1	1a23uw4ap
f.r.H	LOOKUP_DEDIAC-1	1a23
f.r.h.d	BACKOFF-1	1a23a4ap
f.r.H	LOOKUP_DEDIAC-1	1a23An
f.r.H	LOOKUP_DEDIAC-1	1a23ap
g.n.y	LOOKUP_DEDIAC-1	mi1a2~i3
g.r.y g.r.w	LOOKUP_DEDIAC-2	mi1a2~i3
g.T.y	LOOKUP_DEDIAC-1	mi1a2~iy
f.r.E	LOOKUP_DIAC-1	1A2i3
H.$.w	LOOKUP_DEDIAC-1	mi1a2~iy
h.d.y	LOOKUP_DEDIAC-1	mi1a2~i3
h.d.y m.h.d	BACKOFF-2	mi1A2i3
H.k.y	LOOKUP_DEDIAC-1	mi1a2~i3
H.l.y H.l.l	LOOKUP_DEDIAC-2	mi1a2~iy
H.m.y	LOOKUP_DEDIAC-1	mi1a2~i3
H.n.y H.n.w	LOOKUP_DEDIAC-2	ROOT_ERROR
f.r.s	LOOKUP_DIAC-1	1A2i3
f.r.s	LOOKUP_DEDIAC-1	1A2i3iy
m.h.n	LOOKUP_DEDIAC-1	1i2a3~iy
f.r.d	LOOKUP_DIAC-1	1a2iy3
f.r.D	LOOKUP_DIAC-1	1a2iy3ap
f.r.q	LOOKUP_DIAC-1	1a2iy3
f.r.s	LOOKUP_DIAC-1	1a2iy3ap
h.t.y	BACKOFF-1	mi1A2i3
f.r.j	LOOKUP_DEDIAC-1	1a23
f.r.k	LOOKUP_DEDIAC-1	1a23
f.r.k.$	LOOKUP_DEDIAC-1	1a23a4ap
f.r.k	BACKOFF-1	1a23ap
f.r.m	BACKOFF-1	1a23
f.r.m.l	LOOKUP_DEDIAC-1	1a23a4ap
f.r.m.l	LOOKUP_DEDIAC-1	1a23a4ap
NTWS	LOOKUP_DEDIAC-1	NTWS
	NO_ROOT	
f.r.n.j	LOOKUP_DEDIAC-1	1a23a4ap
f.r.q	LOOKUP_DEDIAC-1	1a23
f.r.q.E	LOOKUP_DEDIAC-1	1a23a4ap
NTWS	LOOKUP_DEDIAC-1	NTWS
f.r.s	BACKOFF-1	1a23ap
f.r.s	LOOKUP_DEDIAC-1	1A23iy
m.h.w.$.t	BACKOFF_NO_GOLD_ROOT-1	1i2a3~i4A5iy
f.r.T.H	LOOKUP_DEDIAC-1	1a23a4ap
f.r.t.k	BACKOFF-1	1a23a4ap
f.r.t f.r.t.n	BACKOFF-2	1a23anap
f.r.z	BACKOFF-1	1a2uw3iy
f.r.w.l	BACKOFF-1	1a23a4ap
f.r.w	LOOKUP_DEDIAC-1	1a23ap
f.r.x	LOOKUP_DEDIAC-1	1a23
f.r.x	BACKOFF-1	1a23ap
f.r.x	BACKOFF-1	1a23ap
f.r.z	LOOKUP_DEDIAC-1	1a23
f.r.z	BACKOFF-1	1a23ap
f.r.z	BACKOFF-1	1a23ap
f.>.s	LOOKUP_DIAC-1	1A3
f.S.S	LOOKUP_DIAC-1	1a2~
f.S.S	LOOKUP_DIAC-1	1a2~
f.s.d	LOOKUP_DIAC-1	1a2A3
f.s.d	BACKOFF-1	1a2a3An
f.S.d	BACKOFF-1	1a2a3An
f.S.d	LOOKUP_DEDIAC-1	1a2A3ap
f.s.f.s	BACKOFF-1	1a2A3iy4iy
f.s.H	BACKOFF-1	1a2a3An
f.s.H	LOOKUP_DEDIAC-1	1a2a3ap
f.S.H	LOOKUP_DIAC-1	1a2A3ap
f.S.l	BACKOFF-1	1a2a3An
f.s.l	BACKOFF-1	1a2A3ap
f.s.s	BACKOFF-1	1a2a3An
f.s.x	BACKOFF-1	1a2a3An
f.s.x	BACKOFF-1	1a2a3Aniy
f.s.y	BACKOFF-1	1a2a3An
f.S.d	LOOKUP_DEDIAC-1	1a23
f.s.d	BACKOFF-1	1a23An
f.s.f.s	BACKOFF-1	1a23a4ap
f.s.f.s	LOOKUP_DEDIAC-1	1a23uw4ap
H.w.y m.H.y	BACKOFF-2	ROOT_ERROR
H.y.y m.H.y	BACKOFF-2	ROOT_ERROR
H.y.y m.H.y	BACKOFF-2	ROOT_ERROR
H.z.y	BACKOFF-1	mi1A2i3
h.d.y	LOOKUP_DEDIAC-1	mi12i3
H.m.y	LOOKUP_DEDIAC-1	mi1ti2i3
H.w.y	LOOKUP_DEDIAC-1	mi1ti2i3
j.b.y	LOOKUP_DEDIAC-1	mi1a2~iy
f.S.H	LOOKUP_DIAC-1	1a2iy3
f.s.l	LOOKUP_DIAC-1	1a2iy3ap
f.S.l	BACKOFF-1	1a2iy3ap
f.s.l	LOOKUP_DEDIAC-1	1a23
f.S.l	LOOKUP_DEDIAC-1	1a23
f.S.l	LOOKUP_DEDIAC-1	1a23
f.S.l	LOOKUP_DEDIAC-1	1a23ap
f.s.q.y	LOOKUP_DEDIAC-1	1a23i4~ap
	NO_ROOT	
f.s.x	BACKOFF-1	1a2uw3ap
f.s.x	LOOKUP_DEDIAC-1	1a23
f.s.y	BACKOFF-1	1a23ap
f.t.H	LOOKUP_DIAC-1	1a2~A3
f.t.H	LOOKUP_DIAC-1	1a2~A3ap
f.t.n	LOOKUP_DIAC-1	1a2~A3
	NO_ROOT	
	NO_ROOT	
f.t.t	LOOKUP_DEDIAC-1	1a2~A3
f.t.$	BACKOFF-1	1a23
f.t.$	BACKOFF-1	1a2a3An
f.t.H	BACKOFF-1	1a2a3An
f.t.k	BACKOFF-1	1a2a3An
f.t.k	BACKOFF-1	1a2A3ap
f.t.l	BACKOFF-1	1a2a3An
f.T.m	BACKOFF-1	1a2a3An
f.T.n	LOOKUP_DIAC-1	1a2A3ap
f.T.r	BACKOFF-1	1a2a3An
f.T.s	BACKOFF-1	1a2a3An
f.t.t	BACKOFF-1	1a2a3An
f.T.T	BACKOFF-1	1a2a3An
f.T.r	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
f.t.f.t	BACKOFF-1	1a23a4ap
f.T.f.T	BACKOFF-1	1a23a4ap
f.t.f.t	LOOKUP_DEDIAC-1	1a23uw4ap
f.t.f.t	LOOKUP_DEDIAC-1	1a23uw4ap
f.t.H	LOOKUP_DEDIAC-1	1a23
f.t.H	LOOKUP_DEDIAC-1	1a23ap
j.f.y	BACKOFF-1	mi1A2i3
j.l.w	LOOKUP_DEDIAC-1	mi1a2~iy
f.t.H	LOOKUP_DIAC-1	1A2i3ap
j.r.r m.j.r j.r.y	LOOKUP_DEDIAC-3+	mi1a2~iy
j.r.y m.j.r	BACKOFF-2	mi1A2i3
j.r.r m.j.r j.r.y	LOOKUP_DEDIAC-3+	mi12iy
k.f.y	BACKOFF-1	mi1a2~i3
m.k.k	BACKOFF-1	1i2A3iy
f.T.n	LOOKUP_DIAC-1	1a2i3
k.f.y	LOOKUP_DEDIAC-1	mi1ti2i3
m.l.w m.l.y m.l.l	LOOKUP_DEDIAC-3+	1i2~iy
l.b.b	LOOKUP_DEDIAC-1	mi1a2~iy
l.g.y	BACKOFF-1	mi1A2i3
l.l.y m.l.l	BACKOFF-2	ROOT_ERROR
l.q.y	LOOKUP_DEDIAC-1	mi1a2~i3
f.T.n	LOOKUP_DIAC-1	1a2iy3
f.t.k	LOOKUP_DEDIAC-1	1a23
f.t.l	BACKOFF-1	1a23
f.t.l	LOOKUP_DEDIAC-1	1a23ap
f.T.m	LOOKUP_DEDIAC-1	1a23
f.T.m	BACKOFF-1	1A23ap
l.q.y m.l.q	BACKOFF-2	mi1A2i3
f.t.n	BACKOFF-1	1a23
f.t.q	LOOKUP_DEDIAC-1	1a23
f.t.q	BACKOFF-1	1a23ap
f.T.r	LOOKUP_DEDIAC-1	1a23
f.t.r	LOOKUP_DEDIAC-1	1a23ap
f.t.r.n	LOOKUP_DEDIAC-1	1a23iy4ap
f.t.H	BACKOFF-1	1a2uw3
f.t.k	BACKOFF-1	1a2uw3ap
f.t.l	BACKOFF-1	1a2uw3
f.t.r	LOOKUP_DIAC-1	1A2uw3ap
f.t.w.n f.t.n f.t.w	BACKOFF-3+	ROOT_ERROR
f.t.w	LOOKUP_DEDIAC-1	1a23ap
f.t.w f.t.y	LOOKUP_DEDIAC-2	1a23aY
f.w.l	LOOKUP_DIAC-1	1a2~A3
f.w.l	BACKOFF-1	1a2~A3ap
f.w.r	LOOKUP_DIAC-1	1a2~A3
f.w.T	BACKOFF-1	1a2~A3ap
f.E.l	BACKOFF-1	1awA23iy
f.H.$	BACKOFF-1	1awA23iy
f.w.H	LOOKUP_DIAC-1	1a2a3An
f.w.q	BACKOFF-1	1a2a3An
f.w.r	LOOKUP_DIAC-1	1a2a3An
f.r.g	BACKOFF-1	1awA2i3
f.w.t f.t.n	BACKOFF-2	ROOT_ERROR
f.w.D	BACKOFF-1	1a23ajiy
l.g.y	LOOKUP_DEDIAC-1	mi12iy
f.w.D	LOOKUP_DEDIAC-1	1a23awiy~ap
b.r.$	BACKOFF-1	1u2aw3
f.w.H	LOOKUP_DEDIAC-1	1a23
f.w.l	BACKOFF-1	1A2i3
f.w.j	LOOKUP_DEDIAC-1	1a23
NTWS	LOOKUP_DEDIAC-1	NTWS
l.q.y	LOOKUP_DEDIAC-1	mi1ti2iy
f.w.q	LOOKUP_DEDIAC-1	1a23
f.w.q	LOOKUP_DEDIAC-1	1a23
l.w.y	LOOKUP_DEDIAC-1	mi1ti2i3
f.w.r	LOOKUP_DEDIAC-1	1a23ap
m.$.y	LOOKUP_DEDIAC-1	mi1a2~iy
f.w.t	LOOKUP_DEDIAC-1	1a23
f.w.t	BACKOFF-1	1a23ap
f.w.z	LOOKUP_DEDIAC-1	1a23
f.x.x	LOOKUP_DIAC-1	1a2~
f.x.m	LOOKUP_DIAC-1	1a2A3ap
f.x.r	BACKOFF-1	1a2a3Aniy
f.x.s	BACKOFF-1	1a2a3An
f.x.t	BACKOFF-1	1a2a3An
f.x.d	BACKOFF_NO_GOLD_ROOT-1	1a23
f.x.d	BACKOFF_NO_GOLD_ROOT-1	1a23ap
f.x.f.x	LOOKUP_DEDIAC-1	1a23a4ap
f.x.r	LOOKUP_DIAC-1	1A2i3
m.D.y	LOOKUP_DEDIAC-1	mi1a2~i3
m.n.y	BACKOFF-1	mi1a2~i3
f.x.r	LOOKUP_DEDIAC-1	1a23
f.x.s	BACKOFF-1	1a23
f.x.t	LOOKUP_DEDIAC-1	1a23
f.x.r	LOOKUP_DIAC-1	1a2uw3
f.x.r	LOOKUP_DIAC-1	1A2uw3ap
f.x.r	LOOKUP_DEDIAC-1	1A2uw3iy
f.y.s f.y.y.s f.y.s	BACKOFF_NO_GOLD_ROOT-3+	1a2~iy3
m.s.y	LOOKUP_DEDIAC-1	mi1a2~i3
	NO_ROOT	
	NO_ROOT	
f.y.E	BACKOFF-1	1a2a3An
	NO_ROOT	
f.y.D	LOOKUP_DEDIAC-1	1a23
f.y.d	BACKOFF-1	1A23ap
f.y.E	BACKOFF-1	1a23
f.y.E	BACKOFF-1	1a23ap
f.y.d	BACKOFF-1	1A2i3
$.k.y	BACKOFF-1	min1i2i3
n.$.r $.r.y	BACKOFF-2	ROOT_ERROR
n.$.y	BACKOFF-1	mi1a2~i3
f.y.r	BACKOFF-1	1A2i3
n.d.w	LOOKUP_DEDIAC-1	mi1a2~iy
f.y.z	BACKOFF-1	1A2i3
n.f.w	LOOKUP_DEDIAC-1	mi1a2~iy
f.y.Z	LOOKUP_DIAC-1	1A2i3
f.y.Z	LOOKUP_DEDIAC-1	1A2i3jiy
f.l.s.f	LOOKUP_DEDIAC-1	1ay2a3uw4
f.y.r	BACKOFF-1	1a23
f.y.r.s	LOOKUP_DEDIAC-1	1a23aw4
f.y.r.s	LOOKUP_DEDIAC-1	1a23uw4
f.y.r.s	LOOKUP_DEDIAC-1	1a23uw4
f.y.r.s	LOOKUP_DEDIAC-1	1a23uw4
f.y.r.z	LOOKUP_DEDIAC-1	1a23uw4
NTWS	LOOKUP_DEDIAC-1	NTWS
f.Z.Z	LOOKUP_DIAC-1	1a2~
f.z.z	LOOKUP_DIAC-1	1a2~ap
f.Z.Z	LOOKUP_DIAC-1	1a2~
f.z.r	LOOKUP_DIAC-1	1a2~uw3ap
f.Z.E	LOOKUP_DIAC-1	1a2A3ap
NTWS	LOOKUP_DIAC-1	NTWS
f.z.r	BACKOFF-1	1a2a3An
f.z.z	BACKOFF-1	1a2a3An
f.Z.Z	LOOKUP_DIAC-1	1a2A3ap
f.z.E	BACKOFF-1	1a23ap
n.g.y	BACKOFF-1	mi1A2i3
n.H.w	LOOKUP_DEDIAC-1	mi1a2~iy
f.Z.E	LOOKUP_DIAC-1	1a2iy3
n.j.w	LOOKUP_DEDIAC-1	mi1a2~iy
f.z.l.k	BACKOFF-1	1a23a4ap
f.z.l.n	BACKOFF-1	1a23a4ap
NTWS	LOOKUP_DEDIAC-1	NTWS
f.z.r	BACKOFF-1	1a23
f.y.>	LOOKUP_DIAC-1	1i}ap
f.y.>	LOOKUP_DEDIAC-1	1i}awi2
f.}.w.y f.}.w f.}.y	BACKOFF_NO_GOLD_ROOT-3+	1i}a3i4~ap
f.w.y	BACKOFF-1	1i&a2i3
f.$.$	LOOKUP_DIAC-1	1i2~ap
f.$.$	LOOKUP_DIAC-1	1i2~ap
f.$.l	BACKOFF-1	1i2~i3~ap
f.$.r	BACKOFF-1	1i2A3ap
f.$.l	LOOKUP_DEDIAC-1	1i2i3~
f.$.l	BACKOFF-1	1i2i3~ap
f.$.n.k	BACKOFF_NO_GOLD_ROOT-1	1i2i34
f.$.l	BACKOFF-1	1i23ap
f.$.l	BACKOFF-1	1i23Ayap
f.b.r	BACKOFF_NO_GOLD_ROOT-1	1i23
	NO_ROOT	
	NO_ROOT	
NTWS	LOOKUP_DEDIAC-1	NTWS
f.d.y	LOOKUP_DEDIAC-1	1i2A}i3
f.D.H	LOOKUP_DEDIAC-1	1i2iy3ap
f.D.H	LOOKUP_DEDIAC-1	1i2iy3ap
f.d.y	LOOKUP_DEDIAC-1	1i23ap
f.E.l	LOOKUP_DEDIAC-1	1i23
n.j.y	BACKOFF-1	mi1A2i3
f.E.l	LOOKUP_DEDIAC-1	1i23iy
	NO_ROOT	
f.h.r.s	LOOKUP_DEDIAC-1	1i23i4
f.j.l	BACKOFF-1	1i23ap
f.j.l	BACKOFF-1	1i23Ayap
f.k.r	LOOKUP_DEDIAC-1	1i23
f.k.r	LOOKUP_DEDIAC-1	1i23ap
f.k.r	LOOKUP_DEDIAC-1	1i23ap
f.k.r	LOOKUP_DEDIAC-1	1i23iy
f.l.l	LOOKUP_DIAC-1	1i2~ap
f.l.y	LOOKUP_DEDIAC-1	1i2~A3ap
f.l.n	LOOKUP_DIAC-1	1i2~iy3ap
f.l.$	BACKOFF-1	1i2A3
NTWS	LOOKUP_DEDIAC-1	NTWS
f.l.H	BACKOFF-1	1i2ay3
f.l.h f.l.y.h	BACKOFF_NO_GOLD_ROOT-2	1i2ay3
f.l.f.l	LOOKUP_DEDIAC-1	1i23i4ap
	NO_ROOT	
	NO_ROOT	
f.l.H	LOOKUP_DEDIAC-1	1i23
NTWS	LOOKUP_DEDIAC-1	NTWS
f.l.t.w	BACKOFF_NO_GOLD_ROOT-1	1i2i3~u4
f.l.s	LOOKUP_DEDIAC-1	1i23
f.l.s	LOOKUP_DEDIAC-1	1i23
	NO_ROOT	
f.l.$	BACKOFF-1	1i2u3~
f.l.k	LOOKUP_DEDIAC-1	1i2uw3ap
f.l.s	BACKOFF-1	1i2uw3
f.l.w	BACKOFF-1	1i23ap
NTWS	LOOKUP_DEDIAC-1	NTWS
f.n.$	BACKOFF-1	1i2i3
NTWS	LOOKUP_DIAC-1	NTWS
f.n.j.l	LOOKUP_DEDIAC-1	1i23A4
f.n.j.n	LOOKUP_DEDIAC-1	1i23A4
f.n.j.n	LOOKUP_DEDIAC-1	1i23A4
f.q.h	LOOKUP_DEDIAC-1	1i23
f.q.h	LOOKUP_DEDIAC-1	1i23iy
f.q.y	BACKOFF_NO_GOLD_ROOT-1	1i2i3
	NO_ROOT	
f.r.$	LOOKUP_DEDIAC-1	1i2A3ap
f.r.n.k	BACKOFF_NO_GOLD_ROOT-1	1i2a34
f.r.q	LOOKUP_DIAC-1	1i2A3
f.r.z.r	BACKOFF_NO_GOLD_ROOT-1	1i2ay3a4
f.r.d	LOOKUP_DEDIAC-1	1i23ap
f.r.d.s	LOOKUP_DEDIAC-1	1i23aw4
f.r.E.n	LOOKUP_DEDIAC-1	1i23aw4
NTWS	LOOKUP_DEDIAC-1	NTWS
f.r.f.r	LOOKUP_DEDIAC-1	1i23i4
f.r.E	LOOKUP_DEDIAC-1	1i2i3
f.r.j	LOOKUP_DEDIAC-1	1i2i3
NTWS	LOOKUP_DEDIAC-1	NTWS
f.r.T	LOOKUP_DEDIAC-1	1i2i3
f.r.T	LOOKUP_DEDIAC-1	1i2i3
	NO_ROOT	
f.r.z	BACKOFF-1	1i2iy3
f.r.z.r	BACKOFF_NO_GOLD_ROOT-1	1i2iy3a4
f.r.m	BACKOFF-1	1i23ap
f.r.q	LOOKUP_DEDIAC-1	1i23ap
	NO_ROOT	
f.r.t	BACKOFF-1	1i2uw3~ap
f.r.d	BACKOFF-1	1i2wi3
	NO_ROOT	
	NO_ROOT	
f.S.l	BACKOFF-1	1i2A3
f.S.H	BACKOFF-1	1i23
f.S.H	BACKOFF-1	1i2i3
f.s.x	BACKOFF-1	1i2iy3ap
f.s.q	LOOKUP_DEDIAC-1	1i23
f.s.t.n	BACKOFF-1	1i23aw4
f.s.t.n	BACKOFF-1	1i23aw4ap
f.T.m	LOOKUP_DIAC-1	1i2A3
f.t.q	LOOKUP_DIAC-1	1i2A3
f.T.r	BACKOFF-1	1i2A3
f.T.r	BACKOFF-1	1i2A3iy
f.t.s f.t.y.s	BACKOFF_NO_GOLD_ROOT-2	1i2ay3
f.t.k	LOOKUP_DEDIAC-1	1i2i3
f.t.w	LOOKUP_DEDIAC-1	1i2i3~ap
f.t.w	BACKOFF-1	1i2i3~Ayap
f.t.l	LOOKUP_DEDIAC-1	1i2iy3
f.t.l	LOOKUP_DEDIAC-1	1i2iy3ap
f.T.r	LOOKUP_DEDIAC-1	1i2iy3ap
f.T.s	LOOKUP_DEDIAC-1	1i2iy3
f.t.n	LOOKUP_DEDIAC-1	1i23ap
f.t.n	LOOKUP_DEDIAC-1	1i23ap
f.t.r	LOOKUP_DEDIAC-1	1i23
f.T.r	LOOKUP_DEDIAC-1	1i23
f.t.r	LOOKUP_DEDIAC-1	1i23ap
f.T.r	LOOKUP_DEDIAC-1	1i23ap
f.T.r	LOOKUP_DEDIAC-1	1i23ap
	NO_ROOT	
	NO_ROOT	
f.y.$	LOOKUP_DIAC-1	1i23ap
f.y.s.k	BACKOFF_NO_GOLD_ROOT-1	1i2A34ap
NTWS	LOOKUP_DEDIAC-1	NTWS
NTWS	LOOKUP_DEDIAC-1	NTWS
NTWS	LOOKUP_DEDIAC-1	NTWS
f.y.l	LOOKUP_DIAC-1	1i23
NTWS	LOOKUP_DIAC-1	NTWS
NTWS	LOOKUP_DIAC-1	NTWS
f.y.l	BACKOFF-1	1i23ap
NTWS	LOOKUP_DEDIAC-1	NTWS
NTWS	LOOKUP_DEDIAC-1	NTWS
NTWS	LOOKUP_DEDIAC-1	NTWS
f.y.n	BACKOFF-1	1i23
f.n.w	BACKOFF-1	1iy2u3
f.y.s	BACKOFF_NO_GOLD_ROOT-1	1i23
NTWS	LOOKUP_DIAC-1	NTWS
NTWS	LOOKUP_DIAC-1	NTWS
	NO_ROOT	
f.w.z	BACKOFF-1	1iyu23
f.y.z	BACKOFF-1	1i23ap
f.z.t f.z.y.t	BACKOFF_NO_GOLD_ROOT-2	1i2iy3ap
f.D.H	BACKOFF-1	1u2a3iy
f.D.D	LOOKUP_DEDIAC-1	1u2iy
f.D.l	LOOKUP_DIAC-1	1u2uw3
f.D.l	LOOKUP_DEDIAC-1	1u2uw3iy
f.D.l	LOOKUP_DIAC-1	1u2uw3iy~ap
f.H.$	LOOKUP_DEDIAC-1	1u23
f.H.r	BACKOFF-1	1u23ap
f.j.>	LOOKUP_DEDIAC-1	1u2A}iy
f.j.r	LOOKUP_DEDIAC-1	1u23
f.j.r	LOOKUP_DIAC-1	1u2uw3
f.j.r	BACKOFF-1	1u2uw3iy~ap
f.k.h	LOOKUP_DIAC-1	1u2A3ap
f.k.k	BACKOFF-1	1u2uw3
n.q.y	BACKOFF-1	mi1a2~i3
f.l.l	LOOKUP_DEDIAC-1	1u2~ap
f.l.y	LOOKUP_DEDIAC-1	1u2~A3ap
	NO_ROOT	
f.l.n	LOOKUP_DEDIAC-1	1u2A3iy
	NO_ROOT	
f.m.w f.m.m	LOOKUP_DEDIAC-2	1u2~
f.n.d	BACKOFF-1	1u23An
f.n.d	BACKOFF-1	1u23Anap
	NO_ROOT	
f.n.d	BACKOFF-1	1u23iy
f.n.d.q	LOOKUP_DEDIAC-1	1u23u4
f.n.d.q	LOOKUP_DEDIAC-1	1u23u4
n.s.y	LOOKUP_DEDIAC-1	mi1a2~i3
f.n.T.s	LOOKUP_DEDIAC-1	1u23A4
f.n.y	BACKOFF-1	1u23ap
f.n.y.r	BACKOFF-1	1u23A4
f.q.n.y f.q.n	BACKOFF_NO_GOLD_ROOT-2	1u2A3i4
f.q.n.y f.q.n	BACKOFF_NO_GOLD_ROOT-2	1u2A3i4
f.q.f.q	BACKOFF-1	1u23ay4ap
f.r.r	BACKOFF-1	1u2~ay3ap
f.r.$	LOOKUP_DEDIAC-1	1u23ap
f.r.$.n	LOOKUP_DEDIAC-1	1u23iy4ap
f.r.k	BACKOFF-1	1u2A3ap
f.r.q	LOOKUP_DEDIAC-1	1u2A3
f.r.T	BACKOFF-1	1u2A3ap
f.r.r	BACKOFF-1	1u2ay3ap
f.r.j	LOOKUP_DEDIAC-1	1u23ap
f.r.k.$	BACKOFF-1	1u23ay4ap
f.r.n	LOOKUP_DEDIAC-1	1u23
f.r.q	LOOKUP_DEDIAC-1	1u23ap
f.r.q.T	LOOKUP_DEDIAC-1	1u23A4ap
f.r.q.E	BACKOFF-1	1u23ay4ap
f.r.q.E	BACKOFF-1	1u23u4
f.r.S	BACKOFF-1	1u23ajiy
f.r.S	LOOKUP_DEDIAC-1	1u23ap
f.r.S	LOOKUP_DEDIAC-1	1u23ap
f.r.t.k	LOOKUP_DEDIAC-1	1u23ay4ap
f.r.t.n	BACKOFF-1	1u23ay4ap
f.r.g	LOOKUP_DIAC-1	1u2uw3
f.r.g	BACKOFF-1	1u2uw3iy~ap
	NO_ROOT	
f.r.s	LOOKUP_DIAC-1	1u2uw3iy~ap
NTWS	LOOKUP_DEDIAC-1	NTWS
NTWS	LOOKUP_DEDIAC-1	NTWS
NTWS	LOOKUP_DEDIAC-1	NTWS
f.s.H	LOOKUP_DEDIAC-1	1u23ap
f.s.H	LOOKUP_DEDIAC-1	1u23ap
m.n.w	LOOKUP_DEDIAC-1	1i2a3~iy
f.s.t.n	LOOKUP_DEDIAC-1	1u23A4
f.t.n	LOOKUP_DEDIAC-1	1u23ap
f.T.r	LOOKUP_DEDIAC-1	1u23ap
f.t.H	BACKOFF-1	1u2uw3
f.t.r	LOOKUP_DIAC-1	1u2uw3
f.T.r	LOOKUP_DEDIAC-1	1u2uw3
f.d.r	BACKOFF-1	1uw23ap
f.w.l	LOOKUP_DIAC-1	1u23ap
f.w.l.r f.l.r	BACKOFF_NO_GOLD_ROOT-2	1u23A4
f.w.l f.l.y	BACKOFF-2	1u23Ayap
f.w.l f.l.y	BACKOFF-2	1u23iy~ap
	NO_ROOT	
NTWS	LOOKUP_DEDIAC-1	NTWS
f.r.m	BACKOFF-1	1uw23ap
f.s.f f.w.s.f	BACKOFF_NO_GOLD_ROOT-2	1uw23
f.w.t	LOOKUP_DEDIAC-1	1u23
f.w.T	LOOKUP_DIAC-1	1u23ap
f.w.T	LOOKUP_DIAC-1	1u23ap
f.w.t.h	BACKOFF_NO_GOLD_ROOT-1	1u23ay4
f.w.t.h	BACKOFF_NO_GOLD_ROOT-1	1u23ay4
NTWS	LOOKUP_DEDIAC-1	NTWS
f.x.r	LOOKUP_DEDIAC-1	1u2~A3
f.z.d.q	BACKOFF_NO_GOLD_ROOT-1	1u23u4ap
	NO_ROOT	
f.z.d.q	BACKOFF_NO_GOLD_ROOT-1	1u23u4iy
g.y.b	LOOKUP_DIAC-1	1A}i3
n.E.y n.d.E d.E.y	BACKOFF-3+	mi1di2i3
g.$.$	BACKOFF-1	1a2a3An
g.$.w	LOOKUP_DEDIAC-1	1a2A3ap
g.$.y	LOOKUP_DIAC-1	1a2a3An
D.n.y	BACKOFF-1	min1i2i3
g.$.m	LOOKUP_DIAC-1	1A2i3
g.$.m	LOOKUP_DIAC-1	1a2iy3
g.$.y	LOOKUP_DEDIAC-1	1a23An
g.b.w	LOOKUP_DIAC-1	1a2A'
g.y.b	LOOKUP_DIAC-1	1A3ap
g.b.r	LOOKUP_DIAC-1	1a2a3ap
g.b.w	LOOKUP_DIAC-1	1a2A3ap
E.d.y	BACKOFF-1	min1i2i3
g.b.y	LOOKUP_DEDIAC-1	1a2i3
g.b.y	LOOKUP_DEDIAC-1	1a2i3
g.b.y	LOOKUP_DEDIAC-1	1a2i3
H.$.y	BACKOFF-1	min1i2i3
g.b.n	LOOKUP_DEDIAC-1	1a23
g.d.r	LOOKUP_DIAC-1	1a2~A3
	NO_ROOT	
g.D.b	LOOKUP_DIAC-1	1a2a3
g.D.D	LOOKUP_DIAC-1	1a2A3ap
g.d.n	LOOKUP_DEDIAC-1	1a2A3
g.D.b	LOOKUP_DEDIAC-1	1a23An
g.D.b	LOOKUP_DEDIAC-1	1a23ap
h.d.y n.h.d	BACKOFF-2	min1i2i3
g.d.r	LOOKUP_DIAC-1	1A2i3
g.d.r	LOOKUP_DEDIAC-1	1a23
g.d.r	BACKOFF-1	1a23ap
g.D.r.f	LOOKUP_DEDIAC-1	1a23uw4
g.D.r.f	LOOKUP_DEDIAC-1	1a23uw4iy
g.d.w	LOOKUP_DEDIAC-1	1a23ap
g.f.l	LOOKUP_DEDIAC-1	1a2a3An
H.k.y	BACKOFF-1	min1i2i3
n.H.m H.m.y	BACKOFF-2	ROOT_ERROR
NTWS	LOOKUP_DEDIAC-1	NTWS
H.n.y	LOOKUP_DEDIAC-1	min1i2i3
	NO_ROOT	
g.f.l	LOOKUP_DEDIAC-1	1a23ap
g.f.r	LOOKUP_DEDIAC-1	1a23ap
g.f.w	BACKOFF-1	1a23
g.f.w	LOOKUP_DEDIAC-1	1a23ap
g.w.g	LOOKUP_DIAC-1	1A3ap
g.j.r	LOOKUP_DEDIAC-1	1a2a3iy
g.j.r	LOOKUP_DEDIAC-1	1a2a3iy
g.j.r	BACKOFF-1	1a2a3iy~ap
g.l.b	LOOKUP_DIAC-1	1a2~A3
g.l.l	LOOKUP_DIAC-1	1a2~ap
g.l.l	LOOKUP_DIAC-1	1a2~ap
g.l.q	BACKOFF-1	1a2~A3
g.l.T	BACKOFF-1	1a2~A3
g.l.y	LOOKUP_DIAC-1	1a2~A3ap
	NO_ROOT	
g.l.b	BACKOFF-1	1a2a3An
g.l.b	LOOKUP_DEDIAC-1	1a2a3ap
g.l.b.>	LOOKUP_DEDIAC-1	1a2a3Awiy
g.l.f	LOOKUP_DEDIAC-1	1a2a3ap
g.l.q	LOOKUP_DIAC-1	1a2a3
g.l.s	BACKOFF-1	1a2A3ap
